,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
97,18148,1576,125,9,51,0,1388,80538,6,6
98,18132,1595,132,8,54,0,1396,80538,5,6
99,18124,1603,126,5,55,0,1408,80538,3,6
100,18113,1614,128,3,58,0,1417,80538,3,6
101,18103,1626,130,4,68,0,1424,80538,2,6
102,18095,1634,130,3,72,0,1432,80538,2,6
103,18086,1643,129,4,77,0,1442,80538,2,6
104,18080,1649,127,4,79,0,1448,80538,0,6
105,18073,1656,124,4,80,0,1458,80538,0,6
106,18065,1664,122,4,80,0,1468,80538,0,6
107,18054,1676,124,6,76,0,1478,80538,1,6
108,18046,1684,114,6,67,0,1496,80538,1,6
109,18041,1689,108,6,62,0,1507,80538,1,6
110,18033,1697,99,7,52,0,1523,80538,0,6
111,18026,1705,99,7,52,0,1531,80538,1,6
112,18020,1711,94,8,51,0,1542,80538,1,6
113,18015,1716,89,8,49,0,1552,80538,1,6
114,18010,1721,85,7,47,0,1560,80538,0,6
115,18006,1726,81,8,45,0,1569,80538,1,6
116,18004,1728,77,8,46,0,1575,80538,1,6
117,18000,1732,74,6,47,0,1582,80538,1,6
118,17996,1736,69,6,44,0,1590,80538,0,6
119,17987,1746,68,4,40,0,1601,80538,1,6
120,17982,1751,65,5,35,0,1609,80538,1,6
121,17977,1757,66,5,32,0,1614,80538,2,6
122,17974,1760,60,3,30,0,1622,80538,1,6
123,17967,1768,61,2,28,0,1629,80538,2,6
124,17962,1773,59,2,31,0,1635,80538,1,6
125,17957,1780,61,3,30,0,1640,80538,3,6
126,17956,1781,56,3,30,0,1645,80538,2,6
127,17954,1783,54,2,30,0,1649,80538,2,6
128,17953,1784,51,2,35,0,1651,80538,0,6
129,17951,1786,49,2,36,0,1655,80538,0,6
130,17949,1788,47,2,37,0,1659,80538,0,6
131,17948,1789,39,2,29,0,1668,80538,0,6
132,17945,1792,37,1,27,0,1673,80538,0,6
133,17945,1792,32,1,23,0,1678,80538,0,6
134,17943,1795,32,1,22,0,1681,80538,1,6
135,17942,1797,27,0,18,0,1688,80538,2,6
136,17940,1799,24,0,14,0,1693,80538,2,6
137,17938,1801,20,0,12,0,1698,80538,1,6
138,17936,1803,20,0,11,0,1699,80538,0,6
139,17933,1806,21,0,11,0,1701,80538,0,6
140,17931,1808,22,0,11,0,1702,80538,0,6
141,17928,1811,23,0,11,0,1704,80538,0,6
142,17926,1813,23,1,10,0,1706,80538,0,6
143,17924,1815,24,1,11,0,1707,80538,0,6
144,17924,1815,21,1,11,0,1710,80538,0,6
145,17919,1821,27,1,13,0,1710,80538,1,6
146,17915,1826,30,1,14,0,1712,80538,2,6
147,17915,1826,29,1,15,0,1713,80538,2,6
148,17914,1827,27,1,15,0,1715,80538,1,6
149,17911,1830,27,0,14,0,1717,80538,0,6
150,17908,1833,28,0,17,0,1719,80538,0,6
151,17908,1834,26,2,16,0,1722,80538,1,6
152,17906,1836,26,2,14,0,1724,80538,1,6
153,17904,1839,26,2,12,0,1727,80538,2,6
154,17900,1843,27,2,13,0,1729,80538,1,6
155,17898,1845,27,2,14,0,1731,80538,1,6
156,17897,1846,27,2,14,0,1731,80538,0,6
157,17894,1849,25,3,10,0,1736,80538,0,6
158,17891,1853,25,1,10,0,1740,80538,1,6
159,17891,1854,26,1,14,0,1740,80538,2,6
160,17890,1855,26,1,15,0,1741,80538,2,6
161,17890,1855,22,1,13,0,1744,80538,1,6
162,17888,1857,20,2,12,0,1747,80538,0,6
163,17886,1859,22,2,15,0,1747,80538,0,6
164,17884,1861,22,1,14,0,1749,80538,0,6
165,17881,1864,23,1,13,0,1751,80538,0,6
166,17880,1865,20,1,9,0,1755,80538,0,6
167,17879,1866,19,1,9,0,1757,80538,0,6
168,17879,1866,18,1,10,0,1758,80538,0,6
169,17875,1870,19,0,10,0,1761,80538,0,6
170,17874,1871,17,0,10,0,1764,80538,0,6
171,17870,1876,22,0,11,0,1764,80538,1,6
172,17870,1876,21,0,11,0,1765,80538,1,6
173,17870,1876,21,0,11,0,1765,80538,1,6
174,17869,1877,19,0,13,0,1767,80538,0,6
175,17866,1880,20,0,12,0,1769,80538,0,6
176,17866,1881,19,0,14,0,1771,80538,1,6
177,17864,1883,18,0,11,0,1774,80538,1,6
178,17860,1888,22,0,10,0,1775,80538,2,6
179,17859,1889,21,0,10,0,1776,80538,1,6
180,17858,1890,22,1,12,0,1776,80538,1,6
181,17858,1890,17,1,8,0,1780,80538,0,6
182,17857,1891,17,1,9,0,1781,80538,0,6
183,17857,1891,13,1,9,0,1785,80538,0,6
184,17855,1893,15,1,10,0,1785,80538,0,6
185,17852,1896,18,1,11,0,1785,80538,0,6
186,17851,1897,18,1,10,0,1786,80538,0,6
187,17849,1900,18,0,9,0,1789,80538,1,6
188,17847,1902,20,0,9,0,1789,80538,1,6
189,17846,1903,19,1,8,0,1791,80538,1,6
190,17844,1905,16,1,7,0,1795,80538,0,6
191,17842,1907,17,1,7,0,1796,80538,0,6
192,17835,1914,23,1,8,0,1797,80538,0,6
193,17835,1914,23,1,10,0,1797,80538,0,6
194,17832,1918,26,1,10,0,1798,80538,1,6
195,17829,1921,29,1,12,0,1798,80538,1,6
196,17826,1924,30,0,13,0,1800,80538,1,6
197,17824,1926,28,2,15,0,1803,80538,0,6
198,17823,1928,29,2,14,0,1804,80538,1,6
199,17820,1931,30,3,14,0,1806,80538,1,6
200,17818,1933,30,3,15,0,1808,80538,1,6
201,17814,1938,33,3,17,0,1809,80538,1,6
202,17809,1943,36,3,17,0,1811,80538,1,6
203,17806,1946,37,3,16,0,1813,80538,1,6
204,17804,1948,31,2,13,0,1820,80538,0,6
205,17802,1950,33,2,15,0,1820,80538,0,6
206,17800,1953,33,1,17,0,1823,80538,1,6
207,17795,1959,36,1,19,0,1826,80538,2,6
208,17794,1960,34,2,18,0,1829,80538,2,6
209,17792,1963,34,2,18,0,1831,80538,2,6
210,17791,1964,33,2,19,0,1832,80538,1,6
211,17790,1965,31,1,19,0,1835,80538,1,6
212,17789,1966,29,2,21,0,1837,80538,0,6
213,17789,1966,25,2,18,0,1841,80538,0,6
214,17787,1968,22,2,15,0,1846,80538,0,6
215,17787,1968,19,1,14,0,1849,80538,0,6
216,17786,1969,18,1,13,0,1851,80538,0,6
217,17786,1969,16,1,12,0,1853,80538,0,6
218,17785,1971,16,1,10,0,1855,80538,1,6
219,17785,1971,11,0,8,0,1860,80538,1,6
220,17784,1972,11,0,7,0,1861,80538,1,6
221,17784,1972,8,0,6,0,1863,80538,0,6
222,17784,1972,7,0,5,0,1864,80538,0,6
223,17784,1972,6,0,5,0,1865,80538,0,6
224,17783,1974,7,0,4,0,1866,80538,1,6
225,17783,1974,7,0,5,0,1866,80538,1,6
226,17783,1974,5,0,3,0,1868,80538,1,6
227,17783,1974,4,0,3,0,1868,80538,0,6
228,17783,1974,3,0,2,0,1869,80538,0,6
229,17783,1974,3,0,3,0,1869,80538,0,6
230,17783,1974,2,0,2,0,1870,80538,0,6
231,17783,1974,2,0,2,0,1870,80538,0,6
232,17783,1974,1,0,1,0,1871,80538,0,6
233,17783,1974,1,0,1,0,1871,80538,0,6
234,17783,1974,1,0,1,0,1871,80538,0,6
235,17783,1974,1,0,1,0,1871,80538,0,6
236,17783,1974,0,0,0,0,1872,80538,0,6
237,17783,1974,0,0,0,0,1872,80538,0,6
238,17783,1974,0,0,0,0,1872,80538,0,6
239,17783,1974,0,0,0,0,1872,80538,0,6
240,17783,1974,0,0,0,0,1872,80538,0,6
241,17783,1974,0,0,0,0,1872,80538,0,6
242,17783,1974,0,0,0,0,1872,80538,0,6
243,17783,1974,0,0,0,0,1872,80538,0,6
244,17783,1974,0,0,0,0,1872,80538,0,6
245,17783,1974,0,0,0,0,1872,80538,0,6
246,17783,1974,0,0,0,0,1872,80538,0,6
247,17783,1974,0,0,0,0,1872,80538,0,6
248,17783,1974,0,0,0,0,1872,80538,0,6
249,17783,1974,0,0,0,0,1872,80538,0,6
250,17783,1974,0,0,0,0,1872,80538,0,6
251,17783,1974,0,0,0,0,1872,80538,0,6
252,17783,1974,0,0,0,0,1872,80538,0,6
253,17783,1974,0,0,0,0,1872,80538,0,6
254,17783,1974,0,0,0,0,1872,80538,0,6
255,17783,1974,0,0,0,0,1872,80538,0,6
256,17783,1974,0,0,0,0,1872,80538,0,6
257,17783,1974,0,0,0,0,1872,80538,0,6
258,17783,1974,0,0,0,0,1872,80538,0,6
259,17783,1974,0,0,0,0,1872,80538,0,6
260,17783,1974,0,0,0,0,1872,80538,0,6
261,17783,1974,0,0,0,0,1872,80538,0,6
262,17783,1974,0,0,0,0,1872,80538,0,6
263,17783,1974,0,0,0,0,1872,80538,0,6
264,17783,1974,0,0,0,0,1872,80538,0,6
265,17783,1974,0,0,0,0,1872,80538,0,6
266,17783,1974,0,0,0,0,1872,80538,0,6
267,17783,1974,0,0,0,0,1872,80538,0,6
268,17783,1974,0,0,0,0,1872,80538,0,6
269,17783,1974,0,0,0,0,1872,80538,0,6
270,17783,1974,0,0,0,0,1872,80538,0,6
271,17783,1974,0,0,0,0,1872,80538,0,6
272,17783,1974,0,0,0,0,1872,80538,0,6
273,17783,1974,0,0,0,0,1872,80538,0,6
274,17783,1974,0,0,0,0,1872,80538,0,6
275,17783,1974,0,0,0,0,1872,80538,0,6
276,17783,1974,0,0,0,0,1872,80538,0,6
277,17783,1974,0,0,0,0,1872,80538,0,6
278,17783,1974,0,0,0,0,1872,80538,0,6
279,17783,1974,0,0,0,0,1872,80538,0,6
280,17783,1974,0,0,0,0,1872,80538,0,6
281,17783,1974,0,0,0,0,1872,80538,0,6
282,17783,1974,0,0,0,0,1872,80538,0,6
283,17783,1974,0,0,0,0,1872,80538,0,6
284,17783,1974,0,0,0,0,1872,80538,0,6
285,17783,1974,0,0,0,0,1872,80538,0,6
286,17783,1974,0,0,0,0,1872,80538,0,6
287,17783,1974,0,0,0,0,1872,80538,0,6
288,17783,1974,0,0,0,0,1872,80538,0,6
289,17783,1974,0,0,0,0,1872,80538,0,6
290,17783,1974,0,0,0,0,1872,80538,0,6
291,17783,1974,0,0,0,0,1872,80538,0,6
292,17783,1974,0,0,0,0,1872,80538,0,6
293,17783,1974,0,0,0,0,1872,80538,0,6
294,17783,1974,0,0,0,0,1872,80538,0,6
295,17783,1974,0,0,0,0,1872,80538,0,6
296,17783,1974,0,0,0,0,1872,80538,0,6
297,17783,1974,0,0,0,0,1872,80538,0,6
298,17783,1974,0,0,0,0,1872,80538,0,6
299,17783,1974,0,0,0,0,1872,80538,0,6
300,17783,1974,0,0,0,0,1872,80538,0,6
301,17783,1974,0,0,0,0,1872,80538,0,6
302,17783,1974,0,0,0,0,1872,80538,0,6
303,17783,1974,0,0,0,0,1872,80538,0,6
304,17783,1974,0,0,0,0,1872,80538,0,6
305,17783,1974,0,0,0,0,1872,80538,0,6
306,17783,1974,0,0,0,0,1872,80538,0,6
307,17783,1974,0,0,0,0,1872,80538,0,6
308,17783,1974,0,0,0,0,1872,80538,0,6
309,17783,1974,0,0,0,0,1872,80538,0,6
310,17783,1974,0,0,0,0,1872,80538,0,6
311,17783,1974,0,0,0,0,1872,80538,0,6
312,17783,1974,0,0,0,0,1872,80538,0,6
313,17783,1974,0,0,0,0,1872,80538,0,6
314,17783,1974,0,0,0,0,1872,80538,0,6
315,17783,1974,0,0,0,0,1872,80538,0,6
316,17783,1974,0,0,0,0,1872,80538,0,6
317,17783,1974,0,0,0,0,1872,80538,0,6
318,17783,1974,0,0,0,0,1872,80538,0,6
319,17783,1974,0,0,0,0,1872,80538,0,6
320,17783,1974,0,0,0,0,1872,80538,0,6
321,17783,1974,0,0,0,0,1872,80538,0,6
322,17783,1974,0,0,0,0,1872,80538,0,6
323,17783,1974,0,0,0,0,1872,80538,0,6
324,17783,1974,0,0,0,0,1872,80538,0,6
325,17783,1974,0,0,0,0,1872,80538,0,6
326,17783,1974,0,0,0,0,1872,80538,0,6
327,17783,1974,0,0,0,0,1872,80538,0,6
328,17783,1974,0,0,0,0,1872,80538,0,6
329,17783,1974,0,0,0,0,1872,80538,0,6
330,17783,1974,0,0,0,0,1872,80538,0,6
331,17783,1974,0,0,0,0,1872,80538,0,6
332,17783,1974,0,0,0,0,1872,80538,0,6
333,17783,1974,0,0,0,0,1872,80538,0,6
334,17783,1974,0,0,0,0,1872,80538,0,6
335,17783,1974,0,0,0,0,1872,80538,0,6
336,17783,1974,0,0,0,0,1872,80538,0,6
337,17783,1974,0,0,0,0,1872,80538,0,6
338,17783,1974,0,0,0,0,1872,80538,0,6
339,17783,1974,0,0,0,0,1872,80538,0,6
340,17783,1974,0,0,0,0,1872,80538,0,6
341,17783,1974,0,0,0,0,1872,80538,0,6
342,17783,1974,0,0,0,0,1872,80538,0,6
343,17783,1974,0,0,0,0,1872,80538,0,6
344,17783,1974,0,0,0,0,1872,80538,0,6
345,17783,1974,0,0,0,0,1872,80538,0,6
346,17783,1974,0,0,0,0,1872,80538,0,6
347,17783,1974,0,0,0,0,1872,80538,0,6
348,17783,1974,0,0,0,0,1872,80538,0,6
349,17783,1974,0,0,0,0,1872,80538,0,6
350,17783,1974,0,0,0,0,1872,80538,0,6
351,17783,1974,0,0,0,0,1872,80538,0,6
352,17783,1974,0,0,0,0,1872,80538,0,6
353,17783,1974,0,0,0,0,1872,80538,0,6
354,17783,1974,0,0,0,0,1872,80538,0,6
355,17783,1974,0,0,0,0,1872,80538,0,6
356,17783,1974,0,0,0,0,1872,80538,0,6
357,17783,1974,0,0,0,0,1872,80538,0,6
358,17783,1974,0,0,0,0,1872,80538,0,6
359,17783,1974,0,0,0,0,1872,80538,0,6
360,17783,1974,0,0,0,0,1872,80538,0,6
361,17783,1974,0,0,0,0,1872,80538,0,6
362,17783,1974,0,0,0,0,1872,80538,0,6
363,17783,1974,0,0,0,0,1872,80538,0,6
364,17783,1974,0,0,0,0,1872,80538,0,6
365,17783,1974,0,0,0,0,1872,80538,0,6
366,17783,1974,0,0,0,0,1872,80538,0,6
367,17783,1974,0,0,0,0,1872,80538,0,6
368,17783,1974,0,0,0,0,1872,80538,0,6
369,17783,1974,0,0,0,0,1872,80538,0,6
370,17783,1974,0,0,0,0,1872,80538,0,6
371,17783,1974,0,0,0,0,1872,80538,0,6
372,17783,1974,0,0,0,0,1872,80538,0,6
373,17783,1974,0,0,0,0,1872,80538,0,6
374,17783,1974,0,0,0,0,1872,80538,0,6
375,17783,1974,0,0,0,0,1872,80538,0,6
376,17783,1974,0,0,0,0,1872,80538,0,6
377,17783,1974,0,0,0,0,1872,80538,0,6
378,17783,1974,0,0,0,0,1872,80538,0,6
379,17783,1974,0,0,0,0,1872,80538,0,6
380,17783,1974,0,0,0,0,1872,80538,0,6
381,17783,1974,0,0,0,0,1872,80538,0,6
382,17783,1974,0,0,0,0,1872,80538,0,6
383,17783,1974,0,0,0,0,1872,80538,0,6
384,17783,1974,0,0,0,0,1872,80538,0,6
385,17783,1974,0,0,0,0,1872,80538,0,6
386,17783,1974,0,0,0,0,1872,80538,0,6
387,17783,1974,0,0,0,0,1872,80538,0,6
388,17783,1974,0,0,0,0,1872,80538,0,6
389,17783,1974,0,0,0,0,1872,80538,0,6
390,17783,1974,0,0,0,0,1872,80538,0,6
391,17783,1974,0,0,0,0,1872,80538,0,6
392,17783,1974,0,0,0,0,1872,80538,0,6
393,17783,1974,0,0,0,0,1872,80538,0,6
394,17783,1974,0,0,0,0,1872,80538,0,6
395,17783,1974,0,0,0,0,1872,80538,0,6
396,17783,1974,0,0,0,0,1872,80538,0,6
397,17783,1974,0,0,0,0,1872,80538,0,6
398,17783,1974,0,0,0,0,1872,80538,0,6
399,17783,1974,0,0,0,0,1872,80538,0,6
