,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
141,17950,1739,74,4,28,0,1600,80574,1,3
142,17941,1748,77,3,30,0,1605,80574,0,3
143,17934,1757,84,3,38,0,1607,80574,2,3
144,17926,1765,89,2,42,0,1610,80574,2,3
145,17920,1771,91,2,45,0,1614,80574,2,3
146,17910,1781,95,6,49,0,1618,80574,0,3
147,17896,1796,101,6,49,0,1627,80574,1,3
148,17886,1806,106,6,51,0,1632,80574,1,3
149,17877,1815,109,6,53,0,1638,80574,1,3
150,17866,1827,110,5,50,0,1648,80574,1,3
151,17858,1836,113,8,51,0,1654,80574,2,3
152,17847,1848,118,12,54,0,1661,80574,3,3
153,17839,1856,113,9,55,0,1673,80574,2,3
154,17833,1863,110,10,54,0,1682,80574,2,3
155,17822,1875,114,13,55,0,1689,80574,2,3
156,17813,1884,115,14,54,0,1697,80574,2,3
157,17804,1894,118,16,57,0,1703,80574,2,3
158,17794,1905,118,13,58,0,1713,80574,2,3
159,17782,1919,118,11,52,0,1727,80574,4,3
160,17777,1924,112,11,53,0,1737,80574,3,3
161,17761,1942,120,12,52,0,1746,80574,4,3
162,17754,1949,114,10,52,0,1757,80574,2,3
163,17744,1961,118,9,55,0,1765,80574,4,3
164,17733,1973,117,8,57,0,1776,80574,3,3
165,17721,1986,122,9,53,0,1784,80574,4,3
166,17710,1998,126,8,64,0,1790,80574,3,3
167,17702,2006,122,8,60,0,1801,80574,2,3
168,17691,2017,123,6,63,0,1810,80574,1,3
169,17681,2028,124,6,65,0,1819,80574,1,3
170,17674,2035,121,6,67,0,1829,80574,1,3
171,17663,2046,120,6,66,0,1841,80574,1,3
172,17656,2053,121,7,68,0,1846,80574,0,3
173,17644,2066,118,6,64,0,1862,80574,1,3
174,17632,2078,123,5,68,0,1869,80574,1,3
175,17624,2087,122,5,65,0,1879,80574,2,3
176,17607,2106,129,4,66,0,1890,80574,3,3
177,17592,2123,134,3,62,0,1902,80574,5,3
178,17580,2135,134,3,63,0,1913,80574,4,3
179,17569,2149,138,4,66,0,1921,80574,5,3
180,17555,2165,141,7,60,0,1932,80574,5,3
181,17551,2172,138,8,66,0,1942,80574,8,3
182,17540,2184,140,10,72,0,1949,80574,6,3
183,17531,2195,138,10,73,0,1960,80574,6,3
184,17524,2202,135,10,77,0,1967,80574,3,3
185,17520,2209,129,12,77,0,1979,80574,5,3
186,17512,2217,123,9,72,0,1991,80574,3,3
187,17506,2224,122,7,77,0,1999,80574,4,3
188,17501,2229,107,6,70,0,2016,80574,1,3
189,17498,2234,97,4,64,0,2031,80574,3,3
190,17490,2243,93,4,56,0,2043,80574,3,3
191,17481,2252,91,5,52,0,2054,80574,3,3
192,17477,2257,80,2,47,0,2068,80574,2,3
193,17472,2262,80,4,46,0,2072,80574,1,3
194,17461,2273,80,3,39,0,2083,80574,1,3
195,17453,2282,79,3,38,0,2092,80574,1,3
196,17444,2292,82,3,40,0,2099,80574,2,3
197,17440,2296,82,4,39,0,2103,80574,2,3
198,17433,2303,80,3,37,0,2111,80574,1,3
199,17431,2305,75,6,39,0,2117,80574,0,3
200,17427,2310,75,5,43,0,2122,80574,1,3
201,17421,2318,80,5,49,0,2125,80574,3,3
202,17416,2323,77,5,45,0,2133,80574,3,3
203,17410,2329,73,5,43,0,2142,80574,2,3
204,17406,2333,71,4,42,0,2146,80574,0,3
205,17403,2336,69,5,40,0,2151,80574,0,3
206,17398,2341,63,2,38,0,2162,80574,0,3
207,17389,2350,64,1,36,0,2170,80574,0,3
208,17379,2361,66,2,32,0,2179,80574,1,3
209,17377,2364,65,3,31,0,2183,80574,2,3
210,17376,2365,59,4,26,0,2190,80574,2,3
211,17370,2371,62,4,29,0,2192,80574,1,3
212,17364,2377,63,3,35,0,2196,80574,0,3
213,17360,2383,63,4,38,0,2202,80574,2,3
214,17357,2386,61,4,35,0,2207,80574,2,3
215,17356,2387,56,3,31,0,2213,80574,2,3
216,17351,2392,55,3,33,0,2217,80574,0,3
217,17348,2395,55,2,37,0,2220,80574,0,3
218,17346,2398,53,2,36,0,2225,80574,1,3
219,17344,2400,46,3,29,0,2234,80574,1,3
220,17338,2408,44,2,21,0,2244,80574,3,3
221,17333,2413,46,3,23,0,2246,80574,2,3
222,17330,2416,48,3,25,0,2247,80574,2,3
223,17328,2418,42,2,22,0,2253,80574,0,3
224,17325,2421,39,3,17,0,2259,80574,0,3
225,17322,2425,39,4,18,0,2263,80574,1,3
226,17319,2428,39,4,20,0,2266,80574,1,3
227,17319,2429,39,4,22,0,2267,80574,2,3
228,17318,2430,34,4,19,0,2272,80574,1,3
229,17313,2435,36,4,19,0,2275,80574,1,3
230,17311,2437,35,4,20,0,2277,80574,0,3
231,17311,2437,33,3,22,0,2279,80574,0,3
232,17311,2437,27,2,17,0,2285,80574,0,3
233,17310,2438,23,1,14,0,2290,80574,0,3
234,17308,2440,22,2,15,0,2293,80574,0,3
235,17307,2441,21,1,16,0,2295,80574,0,3
236,17306,2442,19,1,13,0,2298,80574,0,3
237,17305,2443,17,1,10,0,2301,80574,0,3
238,17304,2444,15,1,8,0,2304,80574,0,3
239,17300,2448,19,1,10,0,2304,80574,0,3
240,17298,2450,20,1,10,0,2305,80574,0,3
241,17297,2451,16,0,7,0,2310,80574,0,3
242,17296,2452,15,0,6,0,2312,80574,0,3
243,17296,2452,15,0,7,0,2312,80574,0,3
244,17294,2454,17,1,10,0,2312,80574,0,3
245,17291,2458,20,1,11,0,2313,80574,1,3
246,17287,2462,22,1,10,0,2315,80574,1,3
247,17284,2466,25,1,10,0,2316,80574,2,3
248,17283,2467,24,1,9,0,2317,80574,1,3
249,17282,2469,25,2,9,0,2318,80574,2,3
250,17279,2472,26,5,8,0,2319,80574,1,3
251,17275,2476,26,6,7,0,2323,80574,1,3
252,17272,2479,26,6,8,0,2325,80574,0,3
253,17268,2484,30,6,8,0,2326,80574,1,3
254,17264,2488,33,6,8,0,2327,80574,1,3
255,17259,2494,39,8,9,0,2327,80574,2,3
256,17250,2503,45,7,12,0,2329,80574,1,3
257,17249,2504,43,5,14,0,2332,80574,1,3
258,17248,2505,39,4,15,0,2336,80574,0,3
259,17247,2506,37,4,16,0,2339,80574,0,3
260,17243,2510,40,6,18,0,2340,80574,0,3
261,17239,2514,43,9,23,0,2341,80574,0,3
262,17237,2517,43,7,23,0,2344,80574,1,3
263,17236,2518,40,7,20,0,2348,80574,1,3
264,17229,2525,44,6,19,0,2351,80574,1,3
265,17227,2527,41,5,20,0,2355,80574,0,3
266,17223,2531,41,5,20,0,2359,80574,0,3
267,17222,2532,37,3,19,0,2364,80574,0,3
268,17220,2534,30,0,14,0,2373,80574,0,3
269,17214,2542,37,0,20,0,2374,80574,2,3
270,17213,2544,38,0,21,0,2375,80574,3,3
271,17213,2544,37,0,24,0,2376,80574,3,3
272,17208,2549,36,0,21,0,2380,80574,1,3
273,17208,2549,31,0,19,0,2384,80574,0,3
274,17207,2551,31,0,23,0,2386,80574,1,3
275,17203,2555,34,0,23,0,2387,80574,1,3
276,17201,2557,29,0,16,0,2394,80574,1,3
277,17199,2559,28,0,19,0,2396,80574,0,3
278,17195,2563,28,0,15,0,2400,80574,0,3
279,17192,2566,30,0,15,0,2401,80574,0,3
280,17192,2566,28,2,15,0,2403,80574,0,3
281,17190,2569,25,2,11,0,2409,80574,1,3
282,17190,2569,24,2,12,0,2410,80574,1,3
283,17188,2571,26,2,16,0,2410,80574,1,3
284,17187,2572,21,2,14,0,2415,80574,0,3
285,17187,2572,21,2,14,0,2415,80574,0,3
286,17186,2573,21,2,15,0,2416,80574,0,3
287,17186,2573,17,0,13,0,2420,80574,0,3
288,17186,2573,15,2,11,0,2422,80574,0,3
289,17186,2573,13,2,10,0,2424,80574,0,3
290,17185,2574,10,2,6,0,2428,80574,0,3
291,17185,2574,7,2,4,0,2431,80574,0,3
292,17183,2576,9,2,4,0,2431,80574,0,3
293,17183,2576,7,2,2,0,2433,80574,0,3
294,17183,2576,7,2,2,0,2433,80574,0,3
295,17183,2576,5,0,3,0,2435,80574,0,3
296,17183,2576,4,0,2,0,2436,80574,0,3
297,17182,2577,5,0,4,0,2436,80574,0,3
298,17182,2577,4,0,3,0,2437,80574,0,3
299,17182,2577,4,0,3,0,2437,80574,0,3
300,17182,2577,4,0,3,0,2437,80574,0,3
301,17182,2577,4,0,3,0,2437,80574,0,3
302,17181,2578,4,0,3,0,2438,80574,0,3
303,17181,2578,4,0,3,0,2438,80574,0,3
304,17181,2578,2,0,1,0,2440,80574,0,3
305,17181,2578,2,0,1,0,2440,80574,0,3
306,17181,2578,2,0,1,0,2440,80574,0,3
307,17180,2579,3,0,2,0,2440,80574,0,3
308,17179,2580,4,0,2,0,2440,80574,0,3
309,17179,2580,3,0,1,0,2441,80574,0,3
310,17179,2580,3,0,1,0,2441,80574,0,3
311,17179,2580,3,0,1,0,2441,80574,0,3
312,17179,2580,3,0,2,0,2441,80574,0,3
313,17179,2580,3,0,3,0,2441,80574,0,3
314,17179,2580,2,0,2,0,2442,80574,0,3
315,17179,2580,2,0,2,0,2442,80574,0,3
316,17179,2580,2,0,2,0,2442,80574,0,3
317,17179,2580,2,0,2,0,2442,80574,0,3
318,17179,2580,2,0,2,0,2442,80574,0,3
319,17179,2580,1,0,1,0,2443,80574,0,3
320,17179,2580,0,0,0,0,2444,80574,0,3
321,17179,2580,0,0,0,0,2444,80574,0,3
322,17179,2580,0,0,0,0,2444,80574,0,3
323,17179,2580,0,0,0,0,2444,80574,0,3
324,17179,2580,0,0,0,0,2444,80574,0,3
325,17179,2580,0,0,0,0,2444,80574,0,3
326,17179,2580,0,0,0,0,2444,80574,0,3
327,17179,2580,0,0,0,0,2444,80574,0,3
328,17179,2580,0,0,0,0,2444,80574,0,3
329,17179,2580,0,0,0,0,2444,80574,0,3
330,17179,2580,0,0,0,0,2444,80574,0,3
331,17179,2580,0,0,0,0,2444,80574,0,3
332,17179,2580,0,0,0,0,2444,80574,0,3
333,17179,2580,0,0,0,0,2444,80574,0,3
334,17179,2580,0,0,0,0,2444,80574,0,3
335,17179,2580,0,0,0,0,2444,80574,0,3
336,17179,2580,0,0,0,0,2444,80574,0,3
337,17179,2580,0,0,0,0,2444,80574,0,3
338,17179,2580,0,0,0,0,2444,80574,0,3
339,17179,2580,0,0,0,0,2444,80574,0,3
340,17179,2580,0,0,0,0,2444,80574,0,3
341,17179,2580,0,0,0,0,2444,80574,0,3
342,17179,2580,0,0,0,0,2444,80574,0,3
343,17179,2580,0,0,0,0,2444,80574,0,3
344,17179,2580,0,0,0,0,2444,80574,0,3
345,17179,2580,0,0,0,0,2444,80574,0,3
346,17179,2580,0,0,0,0,2444,80574,0,3
347,17179,2580,0,0,0,0,2444,80574,0,3
348,17179,2580,0,0,0,0,2444,80574,0,3
349,17179,2580,0,0,0,0,2444,80574,0,3
350,17179,2580,0,0,0,0,2444,80574,0,3
351,17179,2580,0,0,0,0,2444,80574,0,3
352,17179,2580,0,0,0,0,2444,80574,0,3
353,17179,2580,0,0,0,0,2444,80574,0,3
354,17179,2580,0,0,0,0,2444,80574,0,3
355,17179,2580,0,0,0,0,2444,80574,0,3
356,17179,2580,0,0,0,0,2444,80574,0,3
357,17179,2580,0,0,0,0,2444,80574,0,3
358,17179,2580,0,0,0,0,2444,80574,0,3
359,17179,2580,0,0,0,0,2444,80574,0,3
360,17179,2580,0,0,0,0,2444,80574,0,3
361,17179,2580,0,0,0,0,2444,80574,0,3
362,17179,2580,0,0,0,0,2444,80574,0,3
363,17179,2580,0,0,0,0,2444,80574,0,3
364,17179,2580,0,0,0,0,2444,80574,0,3
365,17179,2580,0,0,0,0,2444,80574,0,3
366,17179,2580,0,0,0,0,2444,80574,0,3
367,17179,2580,0,0,0,0,2444,80574,0,3
368,17179,2580,0,0,0,0,2444,80574,0,3
369,17179,2580,0,0,0,0,2444,80574,0,3
370,17179,2580,0,0,0,0,2444,80574,0,3
371,17179,2580,0,0,0,0,2444,80574,0,3
372,17179,2580,0,0,0,0,2444,80574,0,3
373,17179,2580,0,0,0,0,2444,80574,0,3
374,17179,2580,0,0,0,0,2444,80574,0,3
375,17179,2580,0,0,0,0,2444,80574,0,3
376,17179,2580,0,0,0,0,2444,80574,0,3
377,17179,2580,0,0,0,0,2444,80574,0,3
378,17179,2580,0,0,0,0,2444,80574,0,3
379,17179,2580,0,0,0,0,2444,80574,0,3
380,17179,2580,0,0,0,0,2444,80574,0,3
381,17179,2580,0,0,0,0,2444,80574,0,3
382,17179,2580,0,0,0,0,2444,80574,0,3
383,17179,2580,0,0,0,0,2444,80574,0,3
384,17179,2580,0,0,0,0,2444,80574,0,3
385,17179,2580,0,0,0,0,2444,80574,0,3
386,17179,2580,0,0,0,0,2444,80574,0,3
387,17179,2580,0,0,0,0,2444,80574,0,3
388,17179,2580,0,0,0,0,2444,80574,0,3
389,17179,2580,0,0,0,0,2444,80574,0,3
390,17179,2580,0,0,0,0,2444,80574,0,3
391,17179,2580,0,0,0,0,2444,80574,0,3
392,17179,2580,0,0,0,0,2444,80574,0,3
393,17179,2580,0,0,0,0,2444,80574,0,3
394,17179,2580,0,0,0,0,2444,80574,0,3
395,17179,2580,0,0,0,0,2444,80574,0,3
396,17179,2580,0,0,0,0,2444,80574,0,3
397,17179,2580,0,0,0,0,2444,80574,0,3
398,17179,2580,0,0,0,0,2444,80574,0,3
399,17179,2580,0,0,0,0,2444,80574,0,3
