,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
61,40730,1487,221,23,115,0,1225,57901,4,6
62,40028,1499,212,21,119,0,1244,58596,4,6
63,39325,1510,202,22,114,0,1264,59295,5,6
64,38611,1529,199,18,114,0,1285,59995,5,6
65,37914,1537,187,12,113,0,1303,60694,4,6
66,37209,1546,177,11,111,0,1320,61394,2,6
67,36499,1560,172,10,104,0,1338,62093,2,6
68,35797,1571,157,5,93,0,1363,62792,4,6
69,35096,1582,147,5,90,0,1384,63489,6,6
70,34388,1595,143,4,82,0,1400,64188,6,6
71,33691,1599,127,4,74,0,1417,64884,3,6
72,32995,1601,116,5,75,0,1428,65584,1,6
73,32286,1611,111,6,68,0,1442,66284,0,6
74,31584,1619,109,6,67,0,1452,66981,0,6
75,30884,1622,103,8,68,0,1461,67680,0,6
76,30182,1628,91,7,55,0,1479,68379,0,6
77,29483,1636,92,7,50,0,1486,69076,1,6
78,28780,1642,89,8,50,0,1495,69775,1,6
79,28075,1653,87,8,45,0,1508,70474,3,6
80,27372,1660,85,8,40,0,1516,71173,2,6
81,26668,1667,83,7,38,0,1525,71873,2,6
82,25970,1675,77,5,35,0,1537,72573,1,6
83,25264,1687,85,5,37,0,1541,73272,2,6
84,24561,1695,91,5,44,0,1543,73972,3,6
85,23853,1706,91,4,42,0,1553,74671,2,6
86,23151,1712,88,5,40,0,1561,75371,1,6
87,22446,1721,93,6,43,0,1564,76071,1,6
88,21748,1728,94,5,49,0,1570,76770,1,6
89,21044,1737,96,6,48,0,1577,77468,1,6
90,20341,1748,100,6,53,0,1583,78167,0,6
91,19640,1756,99,6,50,0,1592,78867,3,6
92,18940,1760,96,7,50,0,1599,79567,3,6
93,18231,1774,103,5,52,0,1606,80267,4,6
94,17999,1789,108,3,56,0,1613,80487,1,6
95,17995,1793,101,4,55,0,1624,80487,1,6
96,17988,1801,101,5,52,0,1631,80487,1,6
97,17971,1820,109,5,45,0,1642,80487,3,6
98,17964,1827,110,6,51,0,1648,80487,3,6
99,17956,1835,109,6,58,0,1656,80487,2,6
100,17951,1841,106,6,55,0,1663,80487,1,6
101,17947,1847,103,6,53,0,1672,80487,3,6
102,17941,1853,98,5,60,0,1683,80487,3,6
103,17934,1861,100,3,64,0,1688,80487,3,6
104,17922,1874,107,3,68,0,1692,80487,2,6
105,17918,1878,98,1,62,0,1705,80487,2,6
106,17908,1888,92,0,52,0,1720,80487,1,6
107,17904,1893,92,1,53,0,1724,80487,1,6
108,17900,1898,90,1,53,0,1731,80487,2,6
109,17899,1900,75,6,43,0,1748,80487,3,6
110,17894,1905,72,6,40,0,1755,80487,2,6
111,17893,1906,64,7,41,0,1763,80487,1,6
112,17889,1910,62,8,39,0,1768,80487,0,6
113,17887,1912,60,8,39,0,1772,80487,0,6
114,17880,1919,61,7,35,0,1778,80487,0,6
115,17872,1927,62,8,32,0,1785,80487,0,6
116,17866,1933,56,3,26,0,1797,80487,0,6
117,17864,1936,55,3,26,0,1801,80487,1,6
118,17857,1943,52,2,19,0,1811,80487,1,6
119,17852,1948,53,1,23,0,1815,80487,1,6
120,17847,1955,55,1,27,0,1819,80487,2,6
121,17842,1960,59,2,31,0,1820,80487,2,6
122,17839,1963,57,1,29,0,1825,80487,2,6
123,17833,1970,61,1,35,0,1826,80487,1,6
124,17827,1977,64,1,36,0,1830,80487,2,6
125,17823,1981,66,1,39,0,1832,80487,2,6
126,17821,1983,60,1,37,0,1839,80487,1,6
127,17813,1992,60,3,30,0,1847,80487,1,6
128,17807,1998,60,3,30,0,1853,80487,1,6
129,17799,2008,68,3,34,0,1855,80487,3,6
130,17794,2014,66,3,31,0,1862,80487,3,6
131,17792,2016,63,3,28,0,1867,80487,3,6
132,17790,2018,58,4,30,0,1872,80487,1,6
133,17785,2024,58,5,30,0,1877,80487,1,6
134,17782,2027,58,5,35,0,1880,80487,1,6
135,17778,2032,57,4,35,0,1886,80487,2,6
136,17778,2032,50,4,31,0,1892,80487,1,6
137,17778,2032,46,4,29,0,1896,80487,1,6
138,17775,2036,47,4,32,0,1898,80487,1,6
139,17772,2040,43,3,28,0,1906,80487,2,6
140,17770,2042,39,2,27,0,1912,80487,2,6
141,17766,2046,34,0,21,0,1920,80487,1,6
142,17765,2047,29,0,16,0,1925,80487,0,6
143,17761,2051,31,0,17,0,1927,80487,0,6
144,17757,2055,33,0,18,0,1929,80487,0,6
145,17757,2055,28,0,15,0,1934,80487,0,6
146,17755,2057,27,0,16,0,1937,80487,0,6
147,17755,2057,23,0,13,0,1941,80487,0,6
148,17755,2057,23,2,15,0,1941,80487,0,6
149,17755,2057,23,2,19,0,1941,80487,0,6
150,17755,2057,20,2,16,0,1944,80487,0,6
151,17754,2058,18,2,15,0,1947,80487,0,6
152,17753,2059,17,2,13,0,1949,80487,0,6
153,17752,2060,14,2,9,0,1953,80487,0,6
154,17751,2062,15,2,8,0,1954,80487,1,6
155,17749,2064,13,0,6,0,1958,80487,1,6
156,17749,2064,9,0,3,0,1962,80487,1,6
157,17749,2064,8,0,4,0,1962,80487,0,6
158,17747,2066,8,0,3,0,1964,80487,0,6
159,17747,2067,9,0,4,0,1964,80487,1,6
160,17747,2067,9,0,6,0,1964,80487,1,6
161,17745,2069,11,0,6,0,1964,80487,1,6
162,17744,2071,12,0,6,0,1964,80487,1,6
163,17744,2071,11,0,7,0,1965,80487,1,6
164,17743,2072,11,0,6,0,1966,80487,1,6
165,17743,2072,9,0,5,0,1967,80487,0,6
166,17743,2072,8,1,5,0,1968,80487,0,6
167,17742,2073,7,1,4,0,1970,80487,0,6
168,17741,2074,8,1,4,0,1970,80487,0,6
169,17738,2077,11,1,5,0,1970,80487,0,6
170,17738,2077,9,1,3,0,1972,80487,0,6
171,17736,2079,11,1,3,0,1972,80487,0,6
172,17733,2082,14,1,4,0,1972,80487,0,6
173,17732,2083,13,0,4,0,1974,80487,0,6
174,17731,2084,13,0,6,0,1975,80487,0,6
175,17729,2086,15,0,6,0,1975,80487,0,6
176,17725,2090,18,0,7,0,1976,80487,0,6
177,17721,2094,22,0,10,0,1976,80487,0,6
178,17720,2095,23,0,11,0,1976,80487,0,6
179,17716,2099,26,1,10,0,1977,80487,0,6
180,17715,2100,26,1,11,0,1978,80487,0,6
181,17713,2102,25,1,12,0,1981,80487,0,6
182,17713,2103,26,3,14,0,1981,80487,1,6
183,17711,2105,26,3,13,0,1983,80487,1,6
184,17709,2108,26,3,14,0,1986,80487,2,6
185,17708,2109,25,3,14,0,1987,80487,1,6
186,17706,2111,26,2,16,0,1988,80487,1,6
187,17706,2111,23,2,14,0,1990,80487,0,6
188,17705,2112,20,2,12,0,1994,80487,0,6
189,17701,2116,20,0,12,0,1998,80487,0,6
190,17699,2119,22,0,12,0,1999,80487,1,6
191,17695,2123,22,0,10,0,2003,80487,1,6
192,17695,2123,21,0,9,0,2004,80487,1,6
193,17695,2123,18,0,8,0,2006,80487,0,6
194,17691,2128,23,1,11,0,2006,80487,1,6
195,17689,2130,23,1,11,0,2008,80487,1,6
196,17686,2133,24,2,12,0,2010,80487,1,6
197,17680,2139,28,2,11,0,2011,80487,0,6
198,17678,2141,28,2,9,0,2013,80487,0,6
199,17676,2143,30,2,13,0,2013,80487,0,6
200,17668,2151,37,2,14,0,2014,80487,0,6
201,17662,2158,40,1,14,0,2018,80487,1,6
202,17655,2166,46,1,18,0,2020,80487,2,6
203,17653,2168,44,0,17,0,2024,80487,2,6
204,17649,2172,47,0,19,0,2024,80487,1,6
205,17647,2174,48,1,26,0,2024,80487,0,6
206,17643,2178,48,2,27,0,2028,80487,0,6
207,17641,2181,49,2,32,0,2030,80487,1,6
208,17637,2185,50,2,31,0,2033,80487,1,6
209,17634,2189,48,2,29,0,2039,80487,2,6
210,17632,2191,47,2,29,0,2041,80487,1,6
211,17626,2197,51,3,30,0,2043,80487,1,6
212,17624,2199,44,2,25,0,2051,80487,0,6
213,17620,2203,42,1,24,0,2057,80487,0,6
214,17619,2204,36,1,20,0,2064,80487,0,6
215,17616,2207,37,1,20,0,2066,80487,0,6
216,17613,2210,36,2,21,0,2070,80487,0,6
217,17611,2213,37,2,21,0,2072,80487,1,6
218,17609,2215,35,2,21,0,2076,80487,1,6
219,17605,2219,37,2,20,0,2078,80487,1,6
220,17604,2220,33,2,19,0,2082,80487,0,6
221,17600,2224,34,3,18,0,2085,80487,0,6
222,17596,2228,36,3,18,0,2087,80487,0,6
223,17594,2230,32,3,14,0,2093,80487,0,6
224,17590,2234,34,3,16,0,2095,80487,0,6
225,17587,2237,33,2,14,0,2099,80487,0,6
226,17584,2241,36,3,16,0,2100,80487,1,6
227,17581,2244,36,4,16,0,2103,80487,1,6
228,17575,2250,39,3,16,0,2106,80487,1,6
229,17567,2258,44,3,18,0,2108,80487,0,6
230,17564,2261,45,3,19,0,2110,80487,0,6
231,17559,2266,46,3,18,0,2114,80487,0,6
232,17552,2273,52,3,20,0,2115,80487,0,6
233,17546,2281,56,2,23,0,2119,80487,2,6
234,17536,2291,62,2,27,0,2123,80487,2,6
235,17534,2293,62,2,28,0,2125,80487,2,6
236,17528,2299,62,2,29,0,2129,80487,0,6
237,17523,2305,65,3,32,0,2132,80487,1,6
238,17516,2313,70,4,34,0,2135,80487,2,6
239,17510,2319,73,8,37,0,2138,80487,2,6
240,17505,2324,71,8,33,0,2144,80487,1,6
241,17502,2329,67,7,32,0,2152,80487,2,6
242,17495,2336,71,9,32,0,2155,80487,2,6
243,17492,2340,70,9,34,0,2160,80487,3,6
244,17487,2345,66,7,35,0,2167,80487,1,6
245,17483,2350,65,6,35,0,2173,80487,2,6
246,17477,2356,60,3,31,0,2183,80487,1,6
247,17473,2360,62,4,35,0,2185,80487,1,6
248,17469,2364,59,5,31,0,2191,80487,0,6
249,17464,2369,59,3,33,0,2196,80487,0,6
250,17456,2378,61,3,30,0,2203,80487,1,6
251,17453,2381,58,4,29,0,2209,80487,1,6
252,17449,2385,57,5,27,0,2214,80487,1,6
253,17442,2392,60,5,28,0,2217,80487,0,6
254,17435,2399,60,4,27,0,2224,80487,0,6
255,17430,2404,62,5,31,0,2227,80487,0,6
256,17427,2407,60,5,29,0,2232,80487,0,6
257,17421,2413,62,6,28,0,2236,80487,0,6
258,17413,2422,65,7,28,0,2242,80487,1,6
259,17406,2430,69,6,32,0,2246,80487,2,6
260,17405,2431,66,5,34,0,2250,80487,2,6
261,17397,2439,68,5,32,0,2255,80487,1,6
262,17394,2445,65,5,30,0,2263,80487,3,6
263,17390,2449,66,5,35,0,2266,80487,3,6
264,17386,2455,68,5,38,0,2270,80487,5,6
265,17384,2457,60,3,34,0,2277,80487,2,6
266,17379,2464,60,4,34,0,2284,80487,4,6
267,17375,2469,58,4,32,0,2289,80487,3,6
268,17372,2472,58,4,33,0,2292,80487,3,6
269,17365,2479,57,3,32,0,2298,80487,1,6
270,17360,2484,53,3,26,0,2306,80487,0,6
271,17354,2490,52,2,25,0,2313,80487,0,6
272,17348,2496,57,2,28,0,2314,80487,0,6
273,17345,2499,52,1,24,0,2322,80487,0,6
274,17342,2502,52,2,27,0,2325,80487,0,6
275,17340,2504,50,2,28,0,2329,80487,0,6
276,17334,2512,54,2,30,0,2333,80487,2,6
277,17332,2514,54,2,34,0,2335,80487,2,6
278,17331,2515,50,2,32,0,2340,80487,2,6
279,17329,2518,47,2,31,0,2344,80487,1,6
280,17326,2521,47,2,30,0,2347,80487,1,6
281,17321,2526,45,1,30,0,2354,80487,1,6
282,17318,2530,43,1,27,0,2359,80487,1,6
283,17314,2534,41,0,23,0,2365,80487,1,6
284,17312,2537,38,1,18,0,2371,80487,2,6
285,17305,2544,41,1,18,0,2374,80487,1,6
286,17302,2548,42,2,19,0,2377,80487,2,6
287,17300,2551,42,2,20,0,2379,80487,2,6
288,17297,2555,40,3,17,0,2385,80487,3,6
289,17294,2559,41,3,17,0,2387,80487,3,6
290,17290,2564,44,4,22,0,2388,80487,3,6
291,17287,2567,44,3,24,0,2390,80487,2,6
292,17283,2571,44,3,23,0,2393,80487,1,6
293,17281,2573,40,2,22,0,2398,80487,0,6
294,17279,2575,39,3,21,0,2401,80487,0,6
295,17274,2580,40,2,22,0,2405,80487,0,6
296,17269,2585,43,2,23,0,2407,80487,0,6
297,17265,2589,40,1,21,0,2414,80487,0,6
298,17260,2594,42,1,20,0,2417,80487,0,6
299,17254,2600,46,1,20,0,2419,80487,0,6
300,17246,2608,51,1,22,0,2422,80487,0,6
301,17237,2618,58,0,25,0,2425,80487,1,6
302,17234,2621,57,1,24,0,2429,80487,1,6
303,17232,2623,56,1,26,0,2432,80487,1,6
304,17227,2628,56,1,28,0,2436,80487,0,6
305,17221,2635,61,1,34,0,2438,80487,1,6
306,17217,2640,64,2,40,0,2440,80487,2,6
307,17217,2640,59,2,38,0,2445,80487,2,6
308,17212,2645,58,2,35,0,2450,80487,1,6
309,17208,2649,57,1,37,0,2454,80487,0,6
310,17205,2653,56,1,38,0,2459,80487,1,6
311,17201,2657,54,1,36,0,2465,80487,1,6
312,17198,2660,49,1,28,0,2473,80487,1,6
313,17192,2666,45,3,22,0,2482,80487,0,6
314,17188,2670,46,3,23,0,2485,80487,0,6
315,17186,2672,46,3,24,0,2487,80487,0,6
316,17184,2674,43,4,22,0,2492,80487,0,6
317,17182,2676,39,4,19,0,2498,80487,0,6
318,17177,2681,40,4,21,0,2502,80487,0,6
319,17172,2686,45,4,25,0,2502,80487,0,6
320,17170,2690,44,1,25,0,2507,80487,2,6
321,17167,2693,43,1,23,0,2511,80487,2,6
322,17164,2697,44,1,22,0,2514,80487,3,6
323,17159,2702,43,1,23,0,2518,80487,1,6
324,17156,2705,43,1,25,0,2521,80487,1,6
325,17152,2709,40,1,21,0,2527,80487,0,6
326,17150,2711,38,2,19,0,2531,80487,0,6
327,17149,2712,37,2,20,0,2533,80487,0,6
328,17146,2715,38,3,22,0,2535,80487,0,6
329,17141,2720,41,3,23,0,2537,80487,0,6
330,17140,2721,37,2,23,0,2542,80487,0,6
331,17139,2722,33,2,20,0,2547,80487,0,6
332,17137,2724,33,2,19,0,2549,80487,0,6
333,17133,2728,34,1,20,0,2552,80487,0,6
334,17130,2731,34,1,22,0,2555,80487,0,6
335,17129,2732,30,1,18,0,2560,80487,0,6
336,17126,2735,30,1,16,0,2563,80487,0,6
337,17126,2735,26,2,13,0,2567,80487,0,6
338,17124,2738,27,2,15,0,2569,80487,1,6
339,17122,2740,28,2,17,0,2570,80487,1,6
340,17120,2742,27,2,15,0,2573,80487,1,6
341,17118,2745,24,2,13,0,2578,80487,1,6
342,17117,2746,24,1,13,0,2579,80487,1,6
343,17116,2747,24,1,14,0,2580,80487,1,6
344,17114,2749,23,0,15,0,2582,80487,0,6
345,17113,2750,20,0,13,0,2586,80487,0,6
346,17112,2752,19,0,12,0,2589,80487,1,6
347,17110,2754,20,0,12,0,2590,80487,1,6
348,17107,2757,20,0,10,0,2593,80487,1,6
349,17106,2759,21,0,12,0,2593,80487,1,6
350,17101,2764,24,0,11,0,2595,80487,1,6
351,17101,2764,22,0,10,0,2597,80487,1,6
352,17096,2770,25,0,10,0,2599,80487,1,6
353,17093,2773,26,0,11,0,2601,80487,1,6
354,17091,2776,28,0,11,0,2602,80487,2,6
355,17089,2779,29,0,15,0,2603,80487,2,6
356,17085,2783,31,0,13,0,2605,80487,2,6
357,17080,2788,34,2,15,0,2606,80487,1,6
358,17078,2790,34,2,17,0,2607,80487,0,6
359,17075,2794,36,3,16,0,2609,80487,1,6
360,17073,2796,35,4,14,0,2612,80487,1,6
361,17070,2799,37,5,16,0,2613,80487,1,6
362,17065,2804,36,5,16,0,2618,80487,0,6
363,17060,2809,41,5,18,0,2618,80487,0,6
364,17058,2811,38,3,18,0,2623,80487,0,6
365,17052,2817,41,3,17,0,2626,80487,0,6
366,17047,2824,46,3,18,0,2628,80487,2,6
367,17040,2832,52,2,22,0,2630,80487,3,6
368,17036,2836,52,2,23,0,2634,80487,3,6
369,17030,2842,51,2,20,0,2639,80487,1,6
370,17023,2850,56,2,24,0,2641,80487,1,6
371,17016,2857,60,2,26,0,2644,80487,1,6
372,17012,2862,63,3,30,0,2646,80487,2,6
373,17007,2867,64,3,31,0,2649,80487,1,6
374,17004,2870,62,3,32,0,2654,80487,1,6
375,16999,2875,61,4,33,0,2659,80487,0,6
376,16994,2881,65,5,37,0,2661,80487,1,6
377,16988,2887,65,5,35,0,2667,80487,1,6
378,16982,2893,66,5,35,0,2672,80487,1,6
379,16976,2899,64,4,32,0,2679,80487,0,6
380,16969,2907,68,4,33,0,2683,80487,1,6
381,16963,2913,68,5,31,0,2689,80487,1,6
382,16957,2919,67,3,32,0,2696,80487,1,6
383,16951,2926,66,2,32,0,2703,80487,1,6
384,16949,2929,65,2,34,0,2707,80487,2,6
385,16944,2934,65,3,35,0,2712,80487,2,6
386,16936,2944,71,3,38,0,2715,80487,3,6
387,16934,2946,67,3,39,0,2720,80487,2,6
388,16933,2947,63,3,40,0,2725,80487,2,6
389,16933,2948,56,3,36,0,2731,80487,1,6
390,16929,2952,54,3,35,0,2737,80487,1,6
391,16927,2955,51,3,37,0,2743,80487,2,6
392,16924,2958,46,2,33,0,2750,80487,1,6
393,16922,2960,42,2,28,0,2756,80487,1,6
394,16921,2962,37,1,23,0,2762,80487,1,6
395,16920,2963,32,1,21,0,2768,80487,1,6
396,16918,2965,32,1,21,0,2770,80487,1,6
397,16917,2967,28,1,19,0,2775,80487,1,6
398,16915,2969,22,1,13,0,2783,80487,1,6
399,16912,2972,23,1,12,0,2785,80487,1,6
