,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
118,18283,1395,19,5,8,0,1317,80548,0,10
119,18282,1396,18,4,7,0,1319,80548,0,10
120,18281,1397,18,4,7,0,1320,80548,0,10
121,18280,1399,17,4,5,0,1323,80548,1,10
122,18277,1403,20,4,6,0,1324,80548,2,10
123,18276,1404,20,5,6,0,1325,80548,2,10
124,18273,1407,20,5,5,0,1327,80548,1,10
125,18267,1414,23,2,6,0,1330,80548,1,10
126,18267,1414,23,2,7,0,1330,80548,1,10
127,18266,1415,23,2,9,0,1331,80548,1,10
128,18262,1420,26,2,9,0,1332,80548,1,10
129,18260,1422,26,3,9,0,1334,80548,1,10
130,18260,1422,24,2,14,0,1336,80548,1,10
131,18259,1423,23,1,14,0,1337,80548,0,10
132,18253,1429,28,1,14,0,1338,80548,0,10
133,18249,1433,31,1,17,0,1339,80548,0,10
134,18247,1435,30,1,16,0,1342,80548,0,10
135,18245,1437,31,1,15,0,1343,80548,0,10
136,18243,1439,30,0,14,0,1346,80548,0,10
137,18240,1442,27,1,13,0,1352,80548,0,10
138,18238,1445,30,1,17,0,1352,80548,1,10
139,18237,1447,31,1,18,0,1353,80548,2,10
140,18233,1451,31,2,15,0,1357,80548,2,10
141,18228,1457,34,2,15,0,1359,80548,2,10
142,18222,1463,39,2,18,0,1359,80548,1,10
143,18217,1469,44,2,19,0,1360,80548,2,10
144,18214,1473,41,1,15,0,1366,80548,2,10
145,18207,1480,44,1,15,0,1370,80548,2,10
146,18200,1487,48,1,18,0,1372,80548,1,10
147,18190,1499,57,1,22,0,1374,80548,2,10
148,18183,1506,62,1,25,0,1376,80548,2,10
149,18179,1511,64,1,25,0,1379,80548,3,10
150,18172,1518,67,4,27,0,1381,80548,1,10
151,18164,1527,75,5,32,0,1382,80548,2,10
152,18152,1539,82,5,38,0,1386,80548,1,10
153,18144,1548,86,7,38,0,1391,80548,2,10
154,18135,1557,88,6,37,0,1397,80548,1,10
155,18125,1567,93,6,39,0,1402,80548,1,10
156,18119,1573,95,6,44,0,1405,80548,0,10
157,18112,1581,96,7,48,0,1412,80548,1,10
158,18108,1586,94,7,49,0,1419,80548,2,10
159,18103,1591,89,8,47,0,1429,80548,2,10
160,18095,1599,89,6,52,0,1436,80548,1,10
161,18089,1605,90,7,53,0,1440,80548,0,10
162,18085,1609,87,8,52,0,1447,80548,0,10
163,18077,1617,87,8,48,0,1455,80548,0,10
164,18066,1628,86,6,43,0,1467,80548,0,10
165,18061,1633,83,5,44,0,1475,80548,0,10
166,18055,1639,80,5,41,0,1484,80548,0,10
167,18052,1643,74,5,35,0,1494,80548,1,10
168,18048,1649,74,7,35,0,1500,80548,3,10
169,18034,1664,82,7,39,0,1507,80548,4,10
170,18028,1671,84,7,40,0,1511,80548,4,10
171,18026,1673,79,7,41,0,1516,80548,2,10
172,18018,1682,79,7,36,0,1524,80548,2,10
173,18006,1695,85,7,34,0,1530,80548,2,10
174,18001,1700,86,9,42,0,1534,80548,2,10
175,17992,1710,87,7,42,0,1542,80548,2,10
176,17986,1717,82,6,34,0,1553,80548,2,10
177,17974,1729,89,7,36,0,1558,80548,2,10
178,17965,1738,91,5,44,0,1564,80548,1,10
179,17957,1747,96,5,46,0,1567,80548,1,10
180,17951,1753,98,5,51,0,1571,80548,1,10
181,17941,1763,94,3,45,0,1585,80548,1,10
182,17934,1772,96,5,49,0,1591,80548,2,10
183,17925,1783,105,6,55,0,1593,80548,4,10
184,17920,1789,103,6,55,0,1601,80548,5,10
185,17914,1795,95,7,48,0,1613,80548,3,10
186,17908,1803,96,8,52,0,1618,80548,3,10
187,17904,1807,90,7,51,0,1627,80548,2,10
188,17899,1812,89,9,52,0,1633,80548,2,10
189,17892,1819,82,7,47,0,1645,80548,0,10
190,17886,1825,79,7,44,0,1654,80548,0,10
191,17881,1830,76,6,43,0,1662,80548,0,10
192,17878,1835,75,5,42,0,1668,80548,2,10
193,17876,1837,67,5,37,0,1678,80548,2,10
194,17873,1840,63,6,36,0,1685,80548,2,10
195,17869,1844,56,4,35,0,1694,80548,0,10
196,17869,1844,51,4,35,0,1699,80548,0,10
197,17867,1847,48,3,33,0,1705,80548,1,10
198,17865,1849,44,3,29,0,1711,80548,1,10
199,17864,1850,41,5,26,0,1715,80548,1,10
200,17861,1853,38,4,26,0,1720,80548,0,10
201,17859,1856,34,3,20,0,1727,80548,1,10
202,17856,1859,31,3,16,0,1733,80548,1,10
203,17851,1864,31,3,13,0,1738,80548,1,10
204,17846,1869,32,3,11,0,1741,80548,0,10
205,17841,1874,35,3,12,0,1743,80548,0,10
206,17836,1879,37,1,13,0,1746,80548,0,10
207,17831,1886,40,1,12,0,1750,80548,2,10
208,17822,1896,50,2,16,0,1750,80548,3,10
209,17814,1905,57,3,18,0,1752,80548,4,10
210,17804,1915,63,2,22,0,1754,80548,2,10
211,17797,1924,70,2,26,0,1755,80548,3,10
212,17791,1931,73,4,26,0,1758,80548,3,10
213,17787,1938,78,5,32,0,1760,80548,6,10
214,17781,1945,80,8,34,0,1763,80548,5,10
215,17774,1952,81,7,40,0,1768,80548,4,10
216,17769,1958,79,6,43,0,1773,80548,2,10
217,17763,1964,79,7,43,0,1778,80548,1,10
218,17751,1976,86,7,42,0,1783,80548,1,10
219,17741,1986,90,6,44,0,1788,80548,0,10
220,17736,1991,86,6,42,0,1797,80548,0,10
221,17728,2000,87,3,42,0,1805,80548,1,10
222,17718,2011,88,3,38,0,1815,80548,2,10
223,17715,2016,86,5,41,0,1822,80548,4,10
224,17710,2023,86,5,45,0,1828,80548,5,10
225,17706,2028,86,5,46,0,1832,80548,5,10
226,17699,2036,86,5,48,0,1838,80548,4,10
227,17695,2040,81,4,52,0,1845,80548,2,10
228,17688,2048,83,4,50,0,1850,80548,2,10
229,17684,2053,81,4,49,0,1856,80548,2,10
230,17679,2059,75,2,43,0,1868,80548,3,10
231,17677,2061,66,2,40,0,1878,80548,2,10
232,17673,2065,64,2,39,0,1883,80548,1,10
233,17667,2071,61,1,39,0,1891,80548,0,10
234,17665,2073,53,2,32,0,1901,80548,0,10
235,17661,2077,54,2,34,0,1904,80548,0,10
236,17658,2080,52,3,30,0,1909,80548,0,10
237,17649,2089,57,4,29,0,1913,80548,0,10
238,17644,2094,55,3,29,0,1920,80548,0,10
239,17638,2100,57,3,27,0,1924,80548,0,10
240,17635,2106,56,3,24,0,1931,80548,3,10
241,17633,2109,55,2,24,0,1935,80548,4,10
242,17629,2113,54,2,28,0,1940,80548,4,10
243,17622,2121,57,1,32,0,1942,80548,2,10
244,17616,2127,58,0,35,0,1946,80548,1,10
245,17609,2134,59,0,32,0,1952,80548,1,10
246,17608,2136,58,0,32,0,1954,80548,1,10
247,17602,2142,60,0,32,0,1958,80548,1,10
248,17600,2144,59,2,34,0,1961,80548,1,10
249,17595,2149,54,3,30,0,1970,80548,0,10
250,17591,2153,53,4,31,0,1975,80548,0,10
251,17584,2160,54,4,26,0,1981,80548,0,10
252,17579,2166,57,5,28,0,1984,80548,1,10
253,17570,2175,64,5,28,0,1986,80548,1,10
254,17567,2178,63,5,29,0,1990,80548,1,10
255,17565,2180,57,3,28,0,1997,80548,0,10
256,17557,2189,60,3,29,0,2003,80548,1,10
257,17554,2192,56,2,28,0,2010,80548,1,10
258,17546,2201,64,2,36,0,2011,80548,2,10
259,17542,2205,61,1,34,0,2017,80548,1,10
260,17534,2214,68,1,34,0,2019,80548,2,10
261,17527,2221,69,2,36,0,2024,80548,1,10
262,17517,2231,75,2,35,0,2028,80548,1,10
263,17502,2246,82,1,37,0,2035,80548,0,10
264,17498,2251,82,1,36,0,2040,80548,1,10
265,17491,2258,80,1,35,0,2049,80548,1,10
266,17483,2266,85,1,39,0,2052,80548,1,10
267,17474,2276,92,3,45,0,2054,80548,1,10
268,17470,2280,88,5,50,0,2062,80548,1,10
269,17465,2287,92,5,51,0,2065,80548,3,10
270,17457,2296,92,5,50,0,2073,80548,3,10
271,17454,2299,91,7,52,0,2077,80548,3,10
272,17450,2304,86,9,51,0,2085,80548,2,10
273,17444,2310,84,10,47,0,2092,80548,1,10
274,17435,2320,84,8,44,0,2102,80548,2,10
275,17429,2327,75,6,39,0,2117,80548,2,10
276,17419,2337,81,6,38,0,2121,80548,2,10
277,17411,2345,81,6,35,0,2128,80548,1,10
278,17404,2352,79,5,34,0,2136,80548,0,10
279,17395,2361,79,4,35,0,2145,80548,0,10
280,17387,2369,83,4,37,0,2149,80548,0,10
281,17377,2379,88,4,42,0,2154,80548,0,10
282,17365,2391,92,3,43,0,2162,80548,0,10
283,17361,2395,93,4,46,0,2165,80548,0,10
284,17354,2402,96,6,49,0,2169,80548,0,10
285,17343,2413,101,6,51,0,2175,80548,0,10
286,17342,2414,93,5,53,0,2184,80548,0,10
287,17336,2421,94,7,57,0,2190,80548,1,10
288,17330,2427,90,7,51,0,2200,80548,1,10
289,17325,2432,87,7,50,0,2208,80548,1,10
290,17318,2439,86,9,52,0,2215,80548,0,10
291,17309,2448,86,7,46,0,2224,80548,0,10
292,17302,2455,85,7,44,0,2232,80548,0,10
293,17291,2466,86,9,38,0,2242,80548,0,10
294,17285,2473,81,8,32,0,2254,80548,1,10
295,17272,2487,91,8,35,0,2258,80548,2,10
296,17259,2501,98,8,37,0,2265,80548,3,10
297,17248,2514,99,5,36,0,2276,80548,4,10
298,17235,2529,112,7,44,0,2277,80548,5,10
299,17219,2545,121,6,45,0,2283,80548,4,10
300,17208,2557,125,4,54,0,2289,80548,3,10
301,17199,2567,128,2,64,0,2294,80548,2,10
302,17193,2573,127,4,66,0,2301,80548,2,10
303,17183,2585,129,6,68,0,2310,80548,3,10
304,17176,2593,129,8,75,0,2317,80548,3,10
305,17165,2604,129,7,76,0,2328,80548,3,10
306,17156,2613,130,7,79,0,2334,80548,1,10
307,17149,2620,123,7,72,0,2347,80548,0,10
308,17146,2623,113,7,69,0,2360,80548,0,10
309,17141,2630,109,5,67,0,2371,80548,2,10
310,17138,2633,99,4,66,0,2384,80548,2,10
311,17136,2635,85,2,61,0,2400,80548,2,10
312,17132,2639,76,2,57,0,2411,80548,0,10
313,17129,2643,71,2,51,0,2420,80548,1,10
314,17125,2647,69,2,50,0,2426,80548,1,10
315,17117,2656,68,2,43,0,2436,80548,2,10
316,17114,2659,63,2,38,0,2443,80548,1,10
317,17112,2661,54,4,29,0,2454,80548,1,10
318,17105,2671,54,4,23,0,2463,80548,3,10
319,17102,2675,51,3,21,0,2470,80548,4,10
320,17099,2679,52,4,25,0,2473,80548,5,10
321,17096,2682,47,4,23,0,2478,80548,2,10
322,17091,2687,48,5,21,0,2481,80548,1,10
323,17090,2688,46,6,25,0,2483,80548,0,10
324,17082,2696,50,4,26,0,2487,80548,0,10
325,17080,2698,49,4,26,0,2490,80548,0,10
326,17076,2702,49,4,25,0,2494,80548,0,10
327,17073,2705,44,3,23,0,2502,80548,0,10
328,17066,2713,49,3,21,0,2505,80548,1,10
329,17064,2715,49,3,27,0,2507,80548,1,10
330,17061,2718,45,2,23,0,2514,80548,1,10
331,17059,2720,43,1,25,0,2517,80548,0,10
332,17057,2722,42,2,24,0,2520,80548,0,10
333,17057,2722,39,3,27,0,2523,80548,0,10
334,17057,2722,34,3,24,0,2528,80548,0,10
335,17057,2722,33,3,26,0,2529,80548,0,10
336,17056,2723,26,3,20,0,2537,80548,0,10
337,17055,2724,25,4,19,0,2539,80548,0,10
338,17053,2726,23,4,15,0,2543,80548,0,10
339,17051,2728,22,3,13,0,2546,80548,0,10
340,17050,2729,16,2,7,0,2553,80548,0,10
341,17049,2732,17,2,6,0,2555,80548,2,10
342,17049,2732,14,2,4,0,2558,80548,2,10
343,17047,2735,15,1,5,0,2560,80548,3,10
344,17047,2735,11,0,6,0,2562,80548,1,10
345,17046,2737,13,0,7,0,2562,80548,2,10
346,17044,2739,14,0,8,0,2562,80548,1,10
347,17042,2741,16,0,8,0,2562,80548,1,10
348,17042,2741,14,1,8,0,2563,80548,0,10
349,17041,2742,14,1,7,0,2564,80548,0,10
350,17041,2742,12,1,6,0,2566,80548,0,10
351,17041,2742,10,1,6,0,2568,80548,0,10
352,17039,2744,11,1,7,0,2569,80548,0,10
353,17037,2746,12,1,6,0,2570,80548,0,10
354,17033,2751,17,1,7,0,2570,80548,1,10
355,17031,2753,17,0,6,0,2572,80548,1,10
356,17030,2754,18,0,6,0,2572,80548,1,10
357,17028,2756,18,0,7,0,2573,80548,0,10
358,17025,2759,19,1,6,0,2575,80548,0,10
359,17024,2761,19,2,7,0,2577,80548,1,10
360,17020,2765,23,2,9,0,2577,80548,1,10
361,17018,2767,24,2,9,0,2578,80548,1,10
362,17016,2770,26,2,11,0,2578,80548,1,10
363,17014,2772,28,3,13,0,2578,80548,1,10
364,17013,2774,28,3,12,0,2580,80548,2,10
365,17009,2778,29,2,15,0,2582,80548,1,10
366,17007,2780,27,3,12,0,2586,80548,1,10
367,17005,2784,28,4,11,0,2588,80548,2,10
368,17001,2788,31,4,12,0,2589,80548,2,10
369,17000,2789,30,4,11,0,2591,80548,2,10
370,16998,2791,27,3,13,0,2594,80548,0,10
371,16997,2792,27,3,14,0,2595,80548,0,10
372,16992,2797,28,3,12,0,2599,80548,0,10
373,16989,2800,29,1,16,0,2601,80548,0,10
374,16988,2802,29,0,16,0,2603,80548,1,10
375,16988,2802,27,0,16,0,2605,80548,1,10
376,16986,2804,28,0,16,0,2606,80548,1,10
377,16984,2806,25,0,17,0,2610,80548,0,10
378,16984,2806,23,1,17,0,2612,80548,0,10
379,16981,2809,24,1,16,0,2614,80548,0,10
380,16979,2811,22,1,12,0,2618,80548,0,10
381,16978,2812,22,1,13,0,2619,80548,0,10
382,16976,2815,23,1,13,0,2621,80548,1,10
383,16975,2817,24,1,12,0,2622,80548,2,10
384,16969,2823,25,1,10,0,2627,80548,2,10
385,16968,2824,22,1,9,0,2630,80548,1,10
386,16967,2825,21,1,9,0,2631,80548,0,10
387,16964,2828,24,1,11,0,2631,80548,0,10
388,16962,2830,24,1,10,0,2633,80548,0,10
389,16962,2830,22,1,14,0,2635,80548,0,10
390,16961,2831,23,1,15,0,2635,80548,0,10
391,16960,2832,21,1,13,0,2638,80548,0,10
392,16959,2833,20,1,14,0,2640,80548,0,10
393,16958,2834,20,1,15,0,2641,80548,0,10
394,16955,2837,21,1,13,0,2643,80548,0,10
395,16953,2839,22,1,13,0,2644,80548,0,10
396,16953,2840,17,1,8,0,2650,80548,1,10
397,16952,2841,17,1,8,0,2651,80548,1,10
398,16951,2842,17,1,8,0,2652,80548,1,10
399,16951,2842,13,0,9,0,2655,80548,0,10
