,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
61,40826,1319,152,5,99,0,1142,57957,1,3
62,40130,1327,145,6,95,0,1157,58652,3,3
63,39428,1334,138,7,89,0,1170,59350,2,3
64,38724,1344,129,8,81,0,1189,60050,2,3
65,38012,1359,131,9,79,0,1200,60749,0,3
66,37310,1366,122,8,69,0,1216,61447,1,3
67,36600,1380,119,9,57,0,1233,62147,4,3
68,35899,1385,111,7,53,0,1246,62847,4,3
69,35203,1389,102,9,49,0,1258,63545,3,3
70,34499,1398,100,11,54,0,1266,64245,2,3
71,33795,1406,96,11,48,0,1278,64943,2,3
72,33096,1411,91,11,49,0,1288,65641,2,3
73,32397,1415,88,11,49,0,1293,66340,1,3
74,31695,1424,91,10,48,0,1299,67037,1,3
75,30994,1428,88,9,49,0,1306,67737,1,3
76,30288,1435,84,7,49,0,1316,68437,1,3
77,29585,1445,79,5,41,0,1331,69136,1,3
78,28888,1451,79,3,40,0,1337,69834,2,3
79,28185,1461,77,4,37,0,1348,70533,1,3
80,27486,1464,75,4,36,0,1353,71231,1,3
81,26782,1472,78,6,36,0,1357,71930,0,3
82,26073,1483,82,6,39,0,1364,72630,0,3
83,25362,1495,86,5,37,0,1372,73330,1,3
84,24664,1499,85,6,41,0,1377,74028,1,3
85,23967,1503,86,6,41,0,1380,74728,1,3
86,23270,1511,84,5,41,0,1389,75427,2,3
87,22573,1519,88,7,46,0,1393,76125,6,3
88,21871,1527,90,7,51,0,1399,76824,7,3
89,21164,1535,86,7,45,0,1409,77524,5,3
90,20464,1539,81,7,44,0,1414,78224,2,3
91,19762,1546,77,5,42,0,1424,78923,1,3
92,19063,1551,79,5,43,0,1427,79622,3,3
93,18363,1555,74,5,42,0,1435,80321,2,3
94,18138,1561,69,5,39,0,1446,80541,2,3
95,18130,1569,64,3,33,0,1457,80541,0,3
96,18128,1571,62,3,36,0,1461,80541,0,3
97,18124,1575,62,3,35,0,1465,80541,0,3
98,18117,1582,63,4,32,0,1471,80541,0,3
99,18111,1589,66,4,34,0,1475,80541,1,3
100,18103,1599,69,3,36,0,1482,80541,3,3
101,18098,1606,68,1,32,0,1490,80541,5,3
102,18092,1614,72,1,33,0,1493,80541,6,3
103,18087,1620,69,1,33,0,1500,80541,5,3
104,18084,1624,68,3,34,0,1503,80541,4,3
105,18078,1631,69,3,38,0,1507,80541,3,3
106,18073,1636,67,4,36,0,1513,80541,2,3
107,18066,1644,66,4,34,0,1521,80541,2,3
108,18066,1644,63,5,36,0,1523,80541,1,3
109,18061,1650,65,5,35,0,1527,80541,2,3
110,18050,1661,68,6,33,0,1534,80541,1,3
111,18047,1664,65,6,32,0,1540,80541,1,3
112,18039,1672,64,5,32,0,1548,80541,0,3
113,18037,1674,61,4,28,0,1553,80541,0,3
114,18033,1678,59,4,27,0,1559,80541,0,3
115,18029,1683,59,5,32,0,1564,80541,1,3
116,18022,1690,63,5,32,0,1567,80541,1,3
117,18015,1697,64,5,34,0,1573,80541,1,3
118,18007,1705,66,4,32,0,1578,80541,0,3
119,18004,1708,62,4,29,0,1585,80541,0,3
120,17998,1715,69,5,32,0,1585,80541,1,3
121,17993,1720,69,7,32,0,1590,80541,1,3
122,17985,1728,66,7,28,0,1601,80541,1,3
123,17977,1736,70,7,33,0,1604,80541,0,3
124,17970,1743,69,6,29,0,1612,80541,0,3
125,17965,1749,73,5,34,0,1614,80541,1,3
126,17958,1756,76,5,35,0,1618,80541,1,3
127,17953,1761,77,5,39,0,1622,80541,1,3
128,17948,1767,75,5,40,0,1629,80541,1,3
129,17942,1775,76,3,42,0,1636,80541,3,3
130,17936,1781,74,4,38,0,1644,80541,3,3
131,17932,1785,74,4,42,0,1647,80541,2,3
132,17925,1792,73,4,41,0,1653,80541,0,3
133,17920,1797,73,5,40,0,1658,80541,0,3
134,17915,1803,71,4,39,0,1666,80541,1,3
135,17911,1807,67,2,39,0,1674,80541,1,3
136,17908,1810,63,2,36,0,1681,80541,1,3
137,17902,1816,63,1,39,0,1686,80541,0,3
138,17899,1820,60,2,36,0,1693,80541,1,3
139,17895,1824,59,3,35,0,1698,80541,1,3
140,17889,1831,61,2,35,0,1703,80541,2,3
141,17885,1835,58,3,31,0,1709,80541,1,3
142,17881,1839,56,3,31,0,1715,80541,1,3
143,17878,1843,55,4,29,0,1719,80541,1,3
144,17871,1850,55,4,26,0,1726,80541,1,3
145,17867,1854,54,3,28,0,1731,80541,1,3
146,17862,1859,53,3,27,0,1736,80541,0,3
147,17861,1861,51,3,27,0,1740,80541,1,3
148,17858,1864,51,2,28,0,1743,80541,1,3
149,17854,1869,50,4,27,0,1749,80541,2,3
150,17846,1877,54,3,29,0,1752,80541,1,3
151,17843,1880,53,3,30,0,1756,80541,1,3
152,17835,1889,55,4,24,0,1762,80541,1,3
153,17833,1892,54,3,24,0,1766,80541,2,3
154,17829,1896,54,3,24,0,1770,80541,2,3
155,17822,1903,57,4,28,0,1773,80541,1,3
156,17817,1909,55,2,26,0,1780,80541,1,3
157,17805,1922,64,3,29,0,1784,80541,2,3
158,17798,1929,66,3,26,0,1789,80541,2,3
159,17788,1939,74,2,30,0,1790,80541,1,3
160,17782,1946,77,2,34,0,1793,80541,1,3
161,17774,1954,81,2,35,0,1797,80541,1,3
162,17766,1963,82,3,38,0,1805,80541,2,3
163,17760,1972,87,4,41,0,1808,80541,4,3
164,17752,1981,88,3,44,0,1816,80541,5,3
165,17747,1987,91,3,48,0,1818,80541,5,3
166,17742,1992,89,3,52,0,1822,80541,2,3
167,17734,2000,89,3,53,0,1829,80541,1,3
168,17729,2006,89,4,53,0,1834,80541,1,3
169,17726,2010,81,3,50,0,1846,80541,2,3
170,17721,2018,82,2,49,0,1853,80541,5,3
171,17716,2024,77,2,44,0,1863,80541,5,3
172,17710,2030,76,4,44,0,1869,80541,4,3
173,17706,2034,69,4,41,0,1877,80541,1,3
174,17700,2040,66,5,35,0,1885,80541,0,3
175,17698,2043,63,5,34,0,1891,80541,1,3
176,17692,2049,61,4,32,0,1899,80541,1,3
177,17689,2052,59,4,33,0,1904,80541,1,3
178,17687,2054,55,5,31,0,1909,80541,0,3
179,17680,2062,55,4,30,0,1917,80541,1,3
180,17676,2068,56,4,27,0,1922,80541,3,3
181,17668,2076,61,4,30,0,1925,80541,3,3
182,17660,2085,64,3,29,0,1930,80541,3,3
183,17654,2091,63,3,26,0,1935,80541,1,3
184,17650,2095,61,5,25,0,1941,80541,1,3
185,17642,2103,64,4,26,0,1945,80541,0,3
186,17634,2111,66,4,28,0,1951,80541,0,3
187,17632,2114,67,4,34,0,1953,80541,1,3
188,17623,2123,70,3,35,0,1959,80541,1,3
189,17618,2128,72,3,36,0,1962,80541,1,3
190,17611,2136,77,3,42,0,1964,80541,1,3
191,17604,2143,77,2,44,0,1971,80541,1,3
192,17599,2149,79,2,42,0,1975,80541,2,3
193,17594,2155,76,3,42,0,1983,80541,2,3
194,17586,2163,76,4,38,0,1991,80541,2,3
195,17579,2170,76,6,37,0,1997,80541,1,3
196,17576,2173,74,6,40,0,2001,80541,0,3
197,17569,2180,73,6,37,0,2009,80541,0,3
198,17563,2187,72,5,35,0,2017,80541,1,3
199,17558,2193,76,5,41,0,2019,80541,2,3
200,17555,2196,70,4,40,0,2028,80541,2,3
201,17546,2206,74,3,39,0,2033,80541,2,3
202,17539,2214,74,3,39,0,2040,80541,2,3
203,17528,2226,79,4,37,0,2047,80541,3,3
204,17522,2234,81,5,36,0,2052,80541,4,3
205,17518,2239,80,5,34,0,2057,80541,4,3
206,17508,2251,83,5,35,0,2065,80541,5,3
207,17502,2261,84,4,36,0,2072,80541,7,3
208,17492,2272,91,4,44,0,2075,80541,7,3
209,17487,2277,87,2,45,0,2082,80541,5,3
210,17483,2281,81,1,44,0,2088,80541,1,3
211,17479,2286,80,1,49,0,2093,80541,1,3
212,17471,2296,87,1,52,0,2096,80541,3,3
213,17462,2305,87,2,52,0,2105,80541,3,3
214,17461,2307,81,4,48,0,2112,80541,3,3
215,17455,2313,74,4,41,0,2123,80541,1,3
216,17449,2319,74,4,39,0,2129,80541,1,3
217,17436,2333,83,4,43,0,2133,80541,1,3
218,17435,2335,75,5,41,0,2143,80541,2,3
219,17432,2338,72,5,36,0,2149,80541,2,3
220,17431,2340,63,4,33,0,2159,80541,2,3
221,17429,2344,61,3,35,0,2164,80541,3,3
222,17427,2347,60,4,43,0,2168,80541,4,3
223,17427,2347,55,4,40,0,2172,80541,3,3
224,17426,2348,46,4,35,0,2180,80541,1,3
225,17426,2348,36,3,28,0,2189,80541,0,3
226,17425,2350,37,3,29,0,2190,80541,1,3
227,17424,2351,32,3,25,0,2196,80541,1,3
228,17423,2352,27,2,20,0,2202,80541,1,3
229,17421,2354,15,1,9,0,2215,80541,0,3
230,17419,2356,16,1,8,0,2216,80541,0,3
231,17418,2357,14,1,6,0,2219,80541,0,3
232,17415,2360,16,0,7,0,2220,80541,0,3
233,17414,2361,15,0,6,0,2222,80541,0,3
234,17411,2364,16,0,6,0,2224,80541,0,3
235,17408,2367,19,0,8,0,2224,80541,0,3
236,17404,2371,22,0,8,0,2225,80541,0,3
237,17398,2378,29,0,11,0,2225,80541,1,3
238,17397,2379,29,0,11,0,2226,80541,1,3
239,17391,2385,34,0,13,0,2227,80541,1,3
240,17390,2386,33,1,14,0,2228,80541,0,3
241,17385,2391,36,2,15,0,2230,80541,0,3
242,17383,2393,36,3,18,0,2232,80541,0,3
243,17380,2396,38,4,17,0,2233,80541,0,3
244,17378,2398,37,4,20,0,2236,80541,0,3
245,17376,2400,38,4,20,0,2237,80541,0,3
246,17371,2405,40,4,22,0,2240,80541,0,3
247,17369,2407,39,3,22,0,2243,80541,0,3
248,17364,2412,40,2,22,0,2247,80541,0,3
249,17359,2418,40,2,18,0,2253,80541,1,3
250,17356,2421,42,2,19,0,2254,80541,1,3
251,17350,2427,42,2,18,0,2260,80541,1,3
252,17343,2435,48,2,19,0,2261,80541,1,3
253,17341,2438,46,3,18,0,2266,80541,2,3
254,17335,2444,50,3,21,0,2268,80541,2,3
255,17328,2451,53,3,21,0,2271,80541,1,3
256,17324,2455,54,2,26,0,2273,80541,0,3
257,17318,2462,59,1,32,0,2275,80541,1,3
258,17314,2467,59,2,28,0,2280,80541,2,3
259,17313,2468,58,4,30,0,2282,80541,2,3
260,17310,2471,55,5,31,0,2287,80541,1,3
261,17307,2474,52,6,29,0,2292,80541,0,3
262,17303,2478,53,6,32,0,2295,80541,0,3
263,17300,2482,51,7,29,0,2301,80541,1,3
264,17296,2486,48,7,23,0,2308,80541,1,3
265,17294,2488,48,7,24,0,2310,80541,1,3
266,17288,2495,48,5,23,0,2316,80541,1,3
267,17284,2499,45,3,22,0,2323,80541,1,3
268,17280,2503,45,2,22,0,2327,80541,1,3
269,17277,2506,41,2,20,0,2333,80541,0,3
270,17275,2508,39,1,19,0,2337,80541,0,3
271,17273,2510,40,1,24,0,2338,80541,0,3
272,17270,2513,40,0,26,0,2341,80541,0,3
273,17268,2515,39,0,27,0,2344,80541,0,3
274,17264,2519,39,0,26,0,2348,80541,0,3
275,17261,2522,39,0,25,0,2351,80541,0,3
276,17261,2522,35,0,23,0,2355,80541,0,3
277,17258,2526,37,0,24,0,2357,80541,1,3
278,17256,2528,33,0,20,0,2363,80541,1,3
279,17253,2531,32,0,20,0,2367,80541,1,3
280,17249,2535,31,0,19,0,2371,80541,0,3
281,17247,2538,31,0,16,0,2374,80541,1,3
282,17244,2542,33,0,17,0,2376,80541,2,3
283,17241,2545,34,0,17,0,2378,80541,2,3
284,17237,2550,35,1,16,0,2381,80541,2,3
285,17236,2552,34,1,18,0,2383,80541,2,3
286,17236,2552,30,1,16,0,2387,80541,2,3
287,17234,2554,28,1,16,0,2390,80541,1,3
288,17232,2556,29,1,19,0,2390,80541,0,3
289,17230,2559,29,2,19,0,2393,80541,1,3
290,17228,2561,29,2,18,0,2395,80541,1,3
291,17226,2563,28,1,16,0,2398,80541,1,3
292,17226,2564,24,1,14,0,2402,80541,1,3
293,17226,2564,22,2,13,0,2404,80541,1,3
294,17221,2569,24,2,12,0,2407,80541,1,3
295,17220,2572,23,3,10,0,2410,80541,2,3
296,17218,2574,21,2,9,0,2414,80541,2,3
297,17217,2576,22,2,8,0,2415,80541,3,3
298,17214,2579,23,2,8,0,2415,80541,1,3
299,17211,2582,24,2,11,0,2417,80541,1,3
300,17210,2583,22,1,11,0,2419,80541,0,3
301,17208,2585,22,1,11,0,2421,80541,0,3
302,17208,2585,20,0,11,0,2423,80541,0,3
303,17207,2587,20,0,12,0,2425,80541,1,3
304,17207,2588,21,0,15,0,2425,80541,2,3
305,17205,2590,23,0,16,0,2425,80541,2,3
306,17204,2591,18,1,12,0,2430,80541,1,3
307,17203,2592,17,1,11,0,2431,80541,0,3
308,17202,2593,16,1,10,0,2433,80541,0,3
309,17202,2593,15,1,9,0,2434,80541,0,3
310,17200,2595,14,1,8,0,2437,80541,0,3
311,17198,2597,13,1,6,0,2440,80541,0,3
312,17197,2599,14,1,6,0,2441,80541,1,3
313,17196,2600,13,0,6,0,2443,80541,1,3
314,17195,2601,14,0,6,0,2443,80541,1,3
315,17192,2604,15,0,7,0,2444,80541,0,3
316,17191,2605,16,0,9,0,2444,80541,0,3
317,17187,2609,18,0,8,0,2446,80541,0,3
318,17185,2611,19,0,8,0,2447,80541,0,3
319,17184,2612,19,0,8,0,2448,80541,0,3
320,17182,2614,20,1,9,0,2449,80541,0,3
321,17180,2616,22,1,10,0,2449,80541,0,3
322,17178,2618,22,2,11,0,2451,80541,0,3
323,17177,2620,22,2,11,0,2453,80541,1,3
324,17175,2622,23,2,11,0,2454,80541,1,3
325,17173,2624,24,2,12,0,2455,80541,1,3
326,17173,2624,22,2,13,0,2456,80541,0,3
327,17172,2625,20,1,13,0,2459,80541,0,3
328,17171,2626,20,1,13,0,2460,80541,0,3
329,17169,2628,18,0,12,0,2464,80541,0,3
330,17166,2631,19,0,12,0,2466,80541,0,3
331,17166,2631,18,0,11,0,2467,80541,0,3
332,17164,2633,18,0,10,0,2469,80541,0,3
333,17159,2638,21,0,9,0,2471,80541,0,3
334,17156,2642,23,0,9,0,2473,80541,1,3
335,17154,2646,26,2,9,0,2474,80541,3,3
336,17151,2649,27,2,7,0,2476,80541,3,3
337,17149,2651,26,3,6,0,2478,80541,2,3
338,17146,2655,28,3,11,0,2478,80541,1,3
339,17145,2656,28,3,13,0,2479,80541,1,3
340,17143,2658,29,3,14,0,2480,80541,1,3
341,17141,2661,29,3,15,0,2482,80541,1,3
342,17140,2662,27,1,16,0,2485,80541,1,3
343,17137,2667,32,1,19,0,2485,80541,3,3
344,17135,2670,32,0,19,0,2487,80541,3,3
345,17135,2671,28,0,16,0,2492,80541,4,3
346,17133,2673,25,1,14,0,2495,80541,2,3
347,17132,2674,23,1,13,0,2497,80541,1,3
348,17132,2674,19,1,13,0,2500,80541,0,3
349,17130,2676,19,1,13,0,2502,80541,0,3
350,17129,2677,17,1,10,0,2505,80541,0,3
351,17127,2679,18,1,11,0,2506,80541,0,3
352,17124,2682,19,1,10,0,2508,80541,0,3
353,17122,2684,19,0,9,0,2510,80541,0,3
354,17121,2685,19,0,10,0,2511,80541,0,3
355,17120,2686,17,0,8,0,2514,80541,0,3
356,17118,2688,17,0,8,0,2516,80541,0,3
357,17118,2688,17,1,10,0,2516,80541,0,3
358,17118,2688,15,1,10,0,2518,80541,0,3
359,17118,2688,14,2,9,0,2519,80541,0,3
360,17117,2690,16,2,10,0,2519,80541,1,3
361,17116,2691,15,2,10,0,2521,80541,1,3
362,17116,2691,14,2,9,0,2522,80541,1,3
363,17114,2693,13,2,7,0,2524,80541,0,3
364,17113,2694,11,1,5,0,2527,80541,0,3
365,17110,2697,12,1,4,0,2529,80541,0,3
366,17107,2700,14,1,4,0,2530,80541,0,3
367,17107,2700,13,1,3,0,2531,80541,0,3
368,17106,2701,12,1,3,0,2533,80541,0,3
369,17104,2703,14,1,4,0,2533,80541,0,3
370,17102,2705,16,1,7,0,2533,80541,0,3
371,17100,2707,18,1,10,0,2533,80541,0,3
372,17099,2709,19,1,9,0,2534,80541,1,3
373,17095,2713,22,0,10,0,2535,80541,1,3
374,17093,2715,24,0,12,0,2535,80541,1,3
375,17093,2716,22,0,12,0,2537,80541,1,3
376,17090,2719,24,0,13,0,2538,80541,1,3
377,17090,2719,21,0,11,0,2541,80541,1,3
378,17090,2719,17,1,11,0,2544,80541,0,3
379,17089,2720,18,1,13,0,2544,80541,0,3
380,17089,2720,17,1,12,0,2545,80541,0,3
381,17086,2723,18,1,13,0,2547,80541,0,3
382,17086,2723,16,1,11,0,2549,80541,0,3
383,17086,2723,14,1,9,0,2551,80541,0,3
384,17085,2724,14,1,9,0,2552,80541,0,3
385,17084,2725,11,0,6,0,2556,80541,0,3
386,17084,2725,9,1,6,0,2558,80541,0,3
387,17084,2725,9,1,6,0,2558,80541,0,3
388,17084,2725,6,1,3,0,2561,80541,0,3
389,17083,2726,7,1,4,0,2561,80541,0,3
390,17082,2727,8,1,5,0,2561,80541,0,3
391,17081,2728,8,1,4,0,2562,80541,0,3
392,17080,2729,9,1,4,0,2562,80541,0,3
393,17080,2729,6,0,2,0,2565,80541,0,3
394,17079,2730,7,0,3,0,2565,80541,0,3
395,17079,2730,7,0,4,0,2565,80541,0,3
396,17079,2730,6,0,4,0,2566,80541,0,3
397,17079,2730,5,0,4,0,2567,80541,0,3
398,17079,2730,5,0,4,0,2567,80541,0,3
399,17078,2731,6,0,5,0,2567,80541,0,3
