,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
127,18438,1265,0,0,0,0,1219,80562,0,10
128,18438,1265,0,0,0,0,1219,80562,0,10
129,18438,1265,0,0,0,0,1219,80562,0,10
130,18438,1265,0,0,0,0,1219,80562,0,10
131,18438,1265,0,0,0,0,1219,80562,0,10
132,18438,1265,0,0,0,0,1219,80562,0,10
133,18438,1265,0,0,0,0,1219,80562,0,10
134,18438,1265,0,0,0,0,1219,80562,0,10
135,18438,1265,0,0,0,0,1219,80562,0,10
136,18438,1265,0,0,0,0,1219,80562,0,10
137,18438,1265,0,0,0,0,1219,80562,0,10
138,18438,1265,0,0,0,0,1219,80562,0,10
139,18438,1265,0,0,0,0,1219,80562,0,10
140,18438,1265,0,0,0,0,1219,80562,0,10
141,18438,1265,0,0,0,0,1219,80562,0,10
142,18438,1265,0,0,0,0,1219,80562,0,10
143,18438,1265,0,0,0,0,1219,80562,0,10
144,18438,1265,0,0,0,0,1219,80562,0,10
145,18438,1265,0,0,0,0,1219,80562,0,10
146,18438,1265,0,0,0,0,1219,80562,0,10
147,18438,1265,0,0,0,0,1219,80562,0,10
148,18438,1265,0,0,0,0,1219,80562,0,10
149,18438,1265,0,0,0,0,1219,80562,0,10
150,18438,1265,0,0,0,0,1219,80562,0,10
151,18438,1265,0,0,0,0,1219,80562,0,10
152,18438,1265,0,0,0,0,1219,80562,0,10
153,18438,1265,0,0,0,0,1219,80562,0,10
154,18438,1265,0,0,0,0,1219,80562,0,10
155,18438,1265,0,0,0,0,1219,80562,0,10
156,18438,1265,0,0,0,0,1219,80562,0,10
157,18438,1265,0,0,0,0,1219,80562,0,10
158,18438,1265,0,0,0,0,1219,80562,0,10
159,18438,1265,0,0,0,0,1219,80562,0,10
160,18438,1265,0,0,0,0,1219,80562,0,10
161,18438,1265,0,0,0,0,1219,80562,0,10
162,18438,1265,0,0,0,0,1219,80562,0,10
163,18438,1265,0,0,0,0,1219,80562,0,10
164,18438,1265,0,0,0,0,1219,80562,0,10
165,18438,1265,0,0,0,0,1219,80562,0,10
166,18438,1265,0,0,0,0,1219,80562,0,10
167,18438,1265,0,0,0,0,1219,80562,0,10
168,18438,1265,0,0,0,0,1219,80562,0,10
169,18438,1265,0,0,0,0,1219,80562,0,10
170,18438,1265,0,0,0,0,1219,80562,0,10
171,18438,1265,0,0,0,0,1219,80562,0,10
172,18438,1265,0,0,0,0,1219,80562,0,10
173,18438,1265,0,0,0,0,1219,80562,0,10
174,18438,1265,0,0,0,0,1219,80562,0,10
175,18438,1265,0,0,0,0,1219,80562,0,10
176,18438,1265,0,0,0,0,1219,80562,0,10
177,18438,1265,0,0,0,0,1219,80562,0,10
178,18438,1265,0,0,0,0,1219,80562,0,10
179,18438,1265,0,0,0,0,1219,80562,0,10
180,18438,1265,0,0,0,0,1219,80562,0,10
181,18438,1265,0,0,0,0,1219,80562,0,10
182,18438,1265,0,0,0,0,1219,80562,0,10
183,18438,1265,0,0,0,0,1219,80562,0,10
184,18438,1265,0,0,0,0,1219,80562,0,10
185,18438,1265,0,0,0,0,1219,80562,0,10
186,18438,1265,0,0,0,0,1219,80562,0,10
187,18438,1265,0,0,0,0,1219,80562,0,10
188,18438,1265,0,0,0,0,1219,80562,0,10
189,18438,1265,0,0,0,0,1219,80562,0,10
190,18438,1265,0,0,0,0,1219,80562,0,10
191,18438,1265,0,0,0,0,1219,80562,0,10
192,18438,1265,0,0,0,0,1219,80562,0,10
193,18438,1265,0,0,0,0,1219,80562,0,10
194,18438,1265,0,0,0,0,1219,80562,0,10
195,18438,1265,0,0,0,0,1219,80562,0,10
196,18438,1265,0,0,0,0,1219,80562,0,10
197,18438,1265,0,0,0,0,1219,80562,0,10
198,18438,1265,0,0,0,0,1219,80562,0,10
199,18438,1265,0,0,0,0,1219,80562,0,10
200,18438,1265,0,0,0,0,1219,80562,0,10
201,18438,1265,0,0,0,0,1219,80562,0,10
202,18438,1265,0,0,0,0,1219,80562,0,10
203,18438,1265,0,0,0,0,1219,80562,0,10
204,18438,1265,0,0,0,0,1219,80562,0,10
205,18438,1265,0,0,0,0,1219,80562,0,10
206,18438,1265,0,0,0,0,1219,80562,0,10
207,18438,1265,0,0,0,0,1219,80562,0,10
208,18438,1265,0,0,0,0,1219,80562,0,10
209,18438,1265,0,0,0,0,1219,80562,0,10
210,18438,1265,0,0,0,0,1219,80562,0,10
211,18438,1265,0,0,0,0,1219,80562,0,10
212,18438,1265,0,0,0,0,1219,80562,0,10
213,18438,1265,0,0,0,0,1219,80562,0,10
214,18438,1265,0,0,0,0,1219,80562,0,10
215,18438,1265,0,0,0,0,1219,80562,0,10
216,18438,1265,0,0,0,0,1219,80562,0,10
217,18438,1265,0,0,0,0,1219,80562,0,10
218,18438,1265,0,0,0,0,1219,80562,0,10
219,18438,1265,0,0,0,0,1219,80562,0,10
220,18438,1265,0,0,0,0,1219,80562,0,10
221,18438,1265,0,0,0,0,1219,80562,0,10
222,18438,1265,0,0,0,0,1219,80562,0,10
223,18438,1265,0,0,0,0,1219,80562,0,10
224,18438,1265,0,0,0,0,1219,80562,0,10
225,18438,1265,0,0,0,0,1219,80562,0,10
226,18438,1265,0,0,0,0,1219,80562,0,10
227,18438,1265,0,0,0,0,1219,80562,0,10
228,18438,1265,0,0,0,0,1219,80562,0,10
229,18438,1265,0,0,0,0,1219,80562,0,10
230,18438,1265,0,0,0,0,1219,80562,0,10
231,18438,1265,0,0,0,0,1219,80562,0,10
232,18438,1265,0,0,0,0,1219,80562,0,10
233,18438,1265,0,0,0,0,1219,80562,0,10
234,18438,1265,0,0,0,0,1219,80562,0,10
235,18438,1265,0,0,0,0,1219,80562,0,10
236,18438,1265,0,0,0,0,1219,80562,0,10
237,18438,1265,0,0,0,0,1219,80562,0,10
238,18438,1265,0,0,0,0,1219,80562,0,10
239,18438,1265,0,0,0,0,1219,80562,0,10
240,18438,1265,0,0,0,0,1219,80562,0,10
241,18438,1265,0,0,0,0,1219,80562,0,10
242,18438,1265,0,0,0,0,1219,80562,0,10
243,18438,1265,0,0,0,0,1219,80562,0,10
244,18438,1265,0,0,0,0,1219,80562,0,10
245,18438,1265,0,0,0,0,1219,80562,0,10
246,18438,1265,0,0,0,0,1219,80562,0,10
247,18438,1265,0,0,0,0,1219,80562,0,10
248,18438,1265,0,0,0,0,1219,80562,0,10
249,18438,1265,0,0,0,0,1219,80562,0,10
250,18438,1265,0,0,0,0,1219,80562,0,10
251,18438,1265,0,0,0,0,1219,80562,0,10
252,18438,1265,0,0,0,0,1219,80562,0,10
253,18438,1265,0,0,0,0,1219,80562,0,10
254,18438,1265,0,0,0,0,1219,80562,0,10
255,18438,1265,0,0,0,0,1219,80562,0,10
256,18438,1265,0,0,0,0,1219,80562,0,10
257,18438,1265,0,0,0,0,1219,80562,0,10
258,18438,1265,0,0,0,0,1219,80562,0,10
259,18438,1265,0,0,0,0,1219,80562,0,10
260,18438,1265,0,0,0,0,1219,80562,0,10
261,18438,1265,0,0,0,0,1219,80562,0,10
262,18438,1265,0,0,0,0,1219,80562,0,10
263,18438,1265,0,0,0,0,1219,80562,0,10
264,18438,1265,0,0,0,0,1219,80562,0,10
265,18438,1265,0,0,0,0,1219,80562,0,10
266,18438,1265,0,0,0,0,1219,80562,0,10
267,18438,1265,0,0,0,0,1219,80562,0,10
268,18438,1265,0,0,0,0,1219,80562,0,10
269,18438,1265,0,0,0,0,1219,80562,0,10
270,18438,1265,0,0,0,0,1219,80562,0,10
271,18438,1265,0,0,0,0,1219,80562,0,10
272,18438,1265,0,0,0,0,1219,80562,0,10
273,18438,1265,0,0,0,0,1219,80562,0,10
274,18438,1265,0,0,0,0,1219,80562,0,10
275,18438,1265,0,0,0,0,1219,80562,0,10
276,18438,1265,0,0,0,0,1219,80562,0,10
277,18438,1265,0,0,0,0,1219,80562,0,10
278,18438,1265,0,0,0,0,1219,80562,0,10
279,18438,1265,0,0,0,0,1219,80562,0,10
280,18438,1265,0,0,0,0,1219,80562,0,10
281,18438,1265,0,0,0,0,1219,80562,0,10
282,18438,1265,0,0,0,0,1219,80562,0,10
283,18438,1265,0,0,0,0,1219,80562,0,10
284,18438,1265,0,0,0,0,1219,80562,0,10
285,18438,1265,0,0,0,0,1219,80562,0,10
286,18438,1265,0,0,0,0,1219,80562,0,10
287,18438,1265,0,0,0,0,1219,80562,0,10
288,18438,1265,0,0,0,0,1219,80562,0,10
289,18438,1265,0,0,0,0,1219,80562,0,10
290,18438,1265,0,0,0,0,1219,80562,0,10
291,18438,1265,0,0,0,0,1219,80562,0,10
292,18438,1265,0,0,0,0,1219,80562,0,10
293,18438,1265,0,0,0,0,1219,80562,0,10
294,18438,1265,0,0,0,0,1219,80562,0,10
295,18438,1265,0,0,0,0,1219,80562,0,10
296,18438,1265,0,0,0,0,1219,80562,0,10
297,18438,1265,0,0,0,0,1219,80562,0,10
298,18438,1265,0,0,0,0,1219,80562,0,10
299,18438,1265,0,0,0,0,1219,80562,0,10
300,18438,1265,0,0,0,0,1219,80562,0,10
301,18438,1265,0,0,0,0,1219,80562,0,10
302,18438,1265,0,0,0,0,1219,80562,0,10
303,18438,1265,0,0,0,0,1219,80562,0,10
304,18438,1265,0,0,0,0,1219,80562,0,10
305,18438,1265,0,0,0,0,1219,80562,0,10
306,18438,1265,0,0,0,0,1219,80562,0,10
307,18438,1265,0,0,0,0,1219,80562,0,10
308,18438,1265,0,0,0,0,1219,80562,0,10
309,18438,1265,0,0,0,0,1219,80562,0,10
310,18438,1265,0,0,0,0,1219,80562,0,10
311,18438,1265,0,0,0,0,1219,80562,0,10
312,18438,1265,0,0,0,0,1219,80562,0,10
313,18438,1265,0,0,0,0,1219,80562,0,10
314,18438,1265,0,0,0,0,1219,80562,0,10
315,18438,1265,0,0,0,0,1219,80562,0,10
316,18438,1265,0,0,0,0,1219,80562,0,10
317,18438,1265,0,0,0,0,1219,80562,0,10
318,18438,1265,0,0,0,0,1219,80562,0,10
319,18438,1265,0,0,0,0,1219,80562,0,10
320,18438,1265,0,0,0,0,1219,80562,0,10
321,18438,1265,0,0,0,0,1219,80562,0,10
322,18438,1265,0,0,0,0,1219,80562,0,10
323,18438,1265,0,0,0,0,1219,80562,0,10
324,18438,1265,0,0,0,0,1219,80562,0,10
325,18438,1265,0,0,0,0,1219,80562,0,10
326,18438,1265,0,0,0,0,1219,80562,0,10
327,18438,1265,0,0,0,0,1219,80562,0,10
328,18438,1265,0,0,0,0,1219,80562,0,10
329,18438,1265,0,0,0,0,1219,80562,0,10
330,18438,1265,0,0,0,0,1219,80562,0,10
331,18438,1265,0,0,0,0,1219,80562,0,10
332,18438,1265,0,0,0,0,1219,80562,0,10
333,18438,1265,0,0,0,0,1219,80562,0,10
334,18438,1265,0,0,0,0,1219,80562,0,10
335,18438,1265,0,0,0,0,1219,80562,0,10
336,18438,1265,0,0,0,0,1219,80562,0,10
337,18438,1265,0,0,0,0,1219,80562,0,10
338,18438,1265,0,0,0,0,1219,80562,0,10
339,18438,1265,0,0,0,0,1219,80562,0,10
340,18438,1265,0,0,0,0,1219,80562,0,10
341,18438,1265,0,0,0,0,1219,80562,0,10
342,18438,1265,0,0,0,0,1219,80562,0,10
343,18438,1265,0,0,0,0,1219,80562,0,10
344,18438,1265,0,0,0,0,1219,80562,0,10
345,18438,1265,0,0,0,0,1219,80562,0,10
346,18438,1265,0,0,0,0,1219,80562,0,10
347,18438,1265,0,0,0,0,1219,80562,0,10
348,18438,1265,0,0,0,0,1219,80562,0,10
349,18438,1265,0,0,0,0,1219,80562,0,10
350,18438,1265,0,0,0,0,1219,80562,0,10
351,18438,1265,0,0,0,0,1219,80562,0,10
352,18438,1265,0,0,0,0,1219,80562,0,10
353,18438,1265,0,0,0,0,1219,80562,0,10
354,18438,1265,0,0,0,0,1219,80562,0,10
355,18438,1265,0,0,0,0,1219,80562,0,10
356,18438,1265,0,0,0,0,1219,80562,0,10
357,18438,1265,0,0,0,0,1219,80562,0,10
358,18438,1265,0,0,0,0,1219,80562,0,10
359,18438,1265,0,0,0,0,1219,80562,0,10
360,18438,1265,0,0,0,0,1219,80562,0,10
361,18438,1265,0,0,0,0,1219,80562,0,10
362,18438,1265,0,0,0,0,1219,80562,0,10
363,18438,1265,0,0,0,0,1219,80562,0,10
364,18438,1265,0,0,0,0,1219,80562,0,10
365,18438,1265,0,0,0,0,1219,80562,0,10
366,18438,1265,0,0,0,0,1219,80562,0,10
367,18438,1265,0,0,0,0,1219,80562,0,10
368,18438,1265,0,0,0,0,1219,80562,0,10
369,18438,1265,0,0,0,0,1219,80562,0,10
370,18438,1265,0,0,0,0,1219,80562,0,10
371,18438,1265,0,0,0,0,1219,80562,0,10
372,18438,1265,0,0,0,0,1219,80562,0,10
373,18438,1265,0,0,0,0,1219,80562,0,10
374,18438,1265,0,0,0,0,1219,80562,0,10
375,18438,1265,0,0,0,0,1219,80562,0,10
376,18438,1265,0,0,0,0,1219,80562,0,10
377,18438,1265,0,0,0,0,1219,80562,0,10
378,18438,1265,0,0,0,0,1219,80562,0,10
379,18438,1265,0,0,0,0,1219,80562,0,10
380,18438,1265,0,0,0,0,1219,80562,0,10
381,18438,1265,0,0,0,0,1219,80562,0,10
382,18438,1265,0,0,0,0,1219,80562,0,10
383,18438,1265,0,0,0,0,1219,80562,0,10
384,18438,1265,0,0,0,0,1219,80562,0,10
385,18438,1265,0,0,0,0,1219,80562,0,10
386,18438,1265,0,0,0,0,1219,80562,0,10
387,18438,1265,0,0,0,0,1219,80562,0,10
388,18438,1265,0,0,0,0,1219,80562,0,10
389,18438,1265,0,0,0,0,1219,80562,0,10
390,18438,1265,0,0,0,0,1219,80562,0,10
391,18438,1265,0,0,0,0,1219,80562,0,10
392,18438,1265,0,0,0,0,1219,80562,0,10
393,18438,1265,0,0,0,0,1219,80562,0,10
394,18438,1265,0,0,0,0,1219,80562,0,10
395,18438,1265,0,0,0,0,1219,80562,0,10
396,18438,1265,0,0,0,0,1219,80562,0,10
397,18438,1265,0,0,0,0,1219,80562,0,10
398,18438,1265,0,0,0,0,1219,80562,0,10
399,18438,1265,0,0,0,0,1219,80562,0,10
